"codigo_comuna";"year";"month";"Mortality_Count";"pop75";"mortality";"codigo_region";"codigo_provincia";"pop_pm25";"total_pop";"pm25_exposure";"pm25Exp_10ug";"quarter";"region";"commune";"quarter_text"
13123;"2017";"4";67;11195;5.98481464939705;13;131;3457280.42024641;139876;24.7167521250708;2.47167521250708;"2";"13";"13123";"Fall"
13123;"2017";"5";71;11195;6.34211701652523;13;131;4979111.8160738;139876;35.5966128290329;3.55966128290329;"2";"13";"13123";"Fall"
13123;"2017";"6";79;11195;7.0567217507816;13;131;5631955.52566972;139876;40.263916080455;4.0263916080455;"2";"13";"13123";"Fall"
13123;"2017";"7";103;11195;9.20053595355069;13;131;5211095.43409569;139876;37.2551076245796;3.72551076245796;"3";"13";"13123";"Winter"
13123;"2017";"8";57;11195;5.0915587315766;13;131;5098917.55696996;139876;36.453126747762;3.6453126747762;"3";"13";"13123";"Winter"
13123;"2017";"9";73;11195;6.52076820008933;13;131;3465858.1638667;139876;24.7780760378242;2.47780760378242;"3";"13";"13123";"Winter"
13123;"2017";"10";66;11195;5.89548905761501;13;131;2294603.23326463;139876;16.4045528415499;1.64045528415499;"4";"13";"13123";"Spring"
13123;"2017";"11";71;11195;6.34211701652523;13;131;2108230.91448052;139876;15.0721418576491;1.50721418576491;"4";"13";"13123";"Spring"
13123;"2017";"12";52;11195;4.64493077266637;13;131;2335612.06489227;139876;16.6977327410869;1.66977327410869;"4";"13";"13123";"Spring"
13123;"2018";"1";70;11195;6.25279142474319;13;131;2327614.42802868;139876;16.6405561213409;1.66405561213409;"1";"13";"13123";"Summer"
13123;"2018";"2";52;11195;4.64493077266637;13;131;2112358.42188341;139876;15.1016501893349;1.51016501893349;"1";"13";"13123";"Summer"
13123;"2018";"3";73;11195;6.52076820008933;13;131;2961394.73604949;139876;21.171571506545;2.1171571506545;"1";"13";"13123";"Summer"
13123;"2018";"4";60;11195;5.35953550692273;13;131;3890990.76871153;139876;27.8174294997822;2.78174294997822;"2";"13";"13123";"Fall"
13123;"2018";"5";72;11195;6.43144260830728;13;131;4652491.26701168;139876;33.2615407004181;3.32615407004181;"2";"13";"13123";"Fall"
13123;"2018";"6";79;11195;7.0567217507816;13;131;6187419.77214105;139876;44.2350351178262;4.42350351178262;"2";"13";"13123";"Fall"
13123;"2018";"7";77;11195;6.87807056721751;13;131;5254496.98081541;139876;37.5653934972076;3.75653934972076;"3";"13";"13123";"Winter"
13123;"2018";"8";87;11195;7.77132648503796;13;131;5616288.86607428;139876;40.1519121655915;4.01519121655915;"3";"13";"13123";"Winter"
13123;"2018";"9";66;11195;5.89548905761501;13;131;3361428.09826847;139876;24.0314857321375;2.40314857321375;"3";"13";"13123";"Winter"
13123;"2018";"10";44;11195;3.93032603841;13;131;2061223.73585931;139876;14.7360786400763;1.47360786400763;"4";"13";"13123";"Spring"
