"region";"province";"commune";"site";"longitude";"latitude";"year";"month";"pollutant";"value";"n";"completeness"
"M";"Cordillera";"Puente Alto";"Puente Alto";-70.594430678157;-33.5913562403892;2021;12;"mp2.5";13.4516129032258;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;2;"mp2.5";22.2246996428571;28;90.3225806451613
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;3;"mp2.5";18.83287625;24;77.4193548387097
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;4;"mp2.5";32.4388686666667;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;5;"mp2.5";56.383035483871;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;6;"mp2.5";64.5044566666667;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;7;"mp2.5";62.6881535483871;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;8;"mp2.5";34.3930285714286;28;90.3225806451613
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;9;"mp2.5";28.9860021428571;28;90.3225806451613
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;11;"mp2.5";12.053815862069;29;93.5483870967742
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2015;12;"mp2.5";13.396431;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;1;"mp2.5";13.9576385185185;27;87.0967741935484
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;2;"mp2.5";16.3755275862069;29;93.5483870967742
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;3;"mp2.5";25.2713333333333;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;4;"mp2.5";27.984092;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;5;"mp2.5";45.8560580645161;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;6;"mp2.5";69.4565866666667;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;7;"mp2.5";52.9855483870968;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;8;"mp2.5";39.7098064516129;31;100
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;9;"mp2.5";27.78156;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;10;"mp2.5";13.8450012;25;80.6451612903226
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;11;"mp2.5";15.9144456666667;30;96.7741935483871
"M";"Santiago";"Cerrillos";"Cerrillos I";-70.7193286606829;-33.4928842335523;2016;12;"mp2.5";19.9805422580645;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;1;"mp2.5";17.21928;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;3;"mp2.5";21.2135459259259;27;87.0967741935484
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;4;"mp2.5";30.024992;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;5;"mp2.5";56.5948677419355;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;6;"mp2.5";79.5923;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;7;"mp2.5";65.9222980645161;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;8;"mp2.5";32.332596;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;9;"mp2.5";23.851656;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;10;"mp2.5";14.4715;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;11;"mp2.5";12.7412335714286;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2015;12;"mp2.5";17.8075580645161;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;1;"mp2.5";13.4111063333333;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;2;"mp2.5";12.3220472413793;29;93.5483870967742
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;3;"mp2.5";24.86834;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;4;"mp2.5";31.6117103703704;27;87.0967741935484
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;5;"mp2.5";46.8307032258065;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;6;"mp2.5";80.7236366666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;7;"mp2.5";56.4347129032258;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;8;"mp2.5";41.3298225806452;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;9;"mp2.5";33.54124;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;10;"mp2.5";14.14584;26;83.8709677419355
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;11;"mp2.5";16.5527756666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2016;12;"mp2.5";22.7485690322581;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;1;"mp2.5";32.1182741935484;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;2;"mp2.5";17.87325;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;4;"mp2.5";25.0777823333333;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;5;"mp2.5";44;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;6;"mp2.5";54.2142857142857;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;7;"mp2.5";55.1935483870968;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;8;"mp2.5";35.3225806451613;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;9;"mp2.5";26.2;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;10;"mp2.5";16.2962962962963;27;87.0967741935484
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;11;"mp2.5";14.0666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2017;12;"mp2.5";14.9677419354839;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;1;"mp2.5";15.5806451612903;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;2;"mp2.5";16.3928571428571;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;3;"mp2.5";19.1111111111111;27;87.0967741935484
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;4;"mp2.5";27.8;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;5;"mp2.5";46.4838709677419;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;6;"mp2.5";68.6;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;7;"mp2.5";52.5161290322581;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;8;"mp2.5";48.7096774193548;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;9;"mp2.5";31.2142857142857;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;10;"mp2.5";18.7083333333333;24;77.4193548387097
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;11;"mp2.5";14.0714285714286;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2018;12;"mp2.5";15.4666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;1;"mp2.5";17;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;2;"mp2.5";19.2857142857143;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;3;"mp2.5";19.92;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;4;"mp2.5";33.4;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;5;"mp2.5";39.6774193548387;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;6;"mp2.5";55.7;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;7;"mp2.5";66.5483870967742;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;8;"mp2.5";40.1290322580645;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;9;"mp2.5";20.6333333333333;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;10;"mp2.5";18.0967741935484;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;11;"mp2.5";16.0666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2019;12;"mp2.5";15.4;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;1;"mp2.5";16.6666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;2;"mp2.5";19;29;93.5483870967742
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;3;"mp2.5";18;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;4;"mp2.5";26.6;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;5;"mp2.5";42.2903225806452;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;6;"mp2.5";47.3571428571429;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;7;"mp2.5";56.1333333333333;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;8;"mp2.5";35.9354838709677;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;9;"mp2.5";24.3666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;10;"mp2.5";17.5483870967742;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;11;"mp2.5";15.0666666666667;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2020;12;"mp2.5";14.1935483870968;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;1;"mp2.5";14.9032258064516;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;2;"mp2.5";15.4642857142857;28;90.3225806451613
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;3;"mp2.5";14.88;25;80.6451612903226
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;4;"mp2.5";25.3;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;5;"mp2.5";49.3225806451613;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;6;"mp2.5";51.8;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;7;"mp2.5";71.4838709677419;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;8;"mp2.5";41.1612903225806;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;9;"mp2.5";18.8;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;10;"mp2.5";14.9354838709677;31;100
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;11;"mp2.5";12.6;30;96.7741935483871
"M";"Santiago";"Cerro Navia";"Cerro Navia";-70.7320550936643;-33.433070402768;2021;12;"mp2.5";14.9677419354839;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;1;"mp2.5";22.154564516129;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;2;"mp2.5";24.5280178571429;28;90.3225806451613
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;4;"mp2.5";35.9845866666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;5;"mp2.5";55.3540035714286;28;90.3225806451613
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;6;"mp2.5";63.0722533333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;7;"mp2.5";63.4032032258065;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;8;"mp2.5";36.8918064516129;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;9;"mp2.5";31.9978538461538;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;10;"mp2.5";19.8076125806452;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;11;"mp2.5";19.28825;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2015;12;"mp2.5";19.1843193548387;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;1;"mp2.5";17.9040474193548;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;2;"mp2.5";18.6442892857143;28;90.3225806451613
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;4;"mp2.5";31.9075392592593;27;87.0967741935484
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;5;"mp2.5";49.6271451612903;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;6;"mp2.5";74.50055;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;7;"mp2.5";55.8050533333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;8;"mp2.5";43.9300466666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;9;"mp2.5";33.1731466666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;10;"mp2.5";17.4442754166667;24;77.4193548387097
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;11;"mp2.5";17.0783423333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2016;12;"mp2.5";22.7916119354839;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;1;"mp2.5";34.9798517241379;29;93.5483870967742
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;2;"mp2.5";21.1964192307692;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;3;"mp2.5";20.3794220833333;24;77.4193548387097
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;4;"mp2.5";25.0871023333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;5;"mp2.5";47.7741935483871;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;6;"mp2.5";55.8666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;7;"mp2.5";59.6129032258064;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;8;"mp2.5";40.7096774193548;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;9;"mp2.5";30.56;25;80.6451612903226
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;10;"mp2.5";17.9032258064516;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;11;"mp2.5";16.6666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2017;12;"mp2.5";17.5483870967742;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;1;"mp2.5";16.6774193548387;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;2;"mp2.5";19.4615384615385;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;3;"mp2.5";20.6923076923077;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;4;"mp2.5";30.5925925925926;27;87.0967741935484
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;5;"mp2.5";42.7096774193548;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;6;"mp2.5";60.5;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;7;"mp2.5";50.9677419354839;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;8;"mp2.5";46.258064516129;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;9;"mp2.5";29.48;25;80.6451612903226
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;10;"mp2.5";18.8387096774194;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;11;"mp2.5";15.3793103448276;29;93.5483870967742
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2018;12;"mp2.5";15.6451612903226;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;1;"mp2.5";19.3225806451613;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;2;"mp2.5";20.2;25;80.6451612903226
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;3;"mp2.5";19.7307692307692;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;4;"mp2.5";33.8;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;5;"mp2.5";34.741935483871;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;6;"mp2.5";46.3666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;7;"mp2.5";55.6666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;8;"mp2.5";36.4333333333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;9;"mp2.5";18.7;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;10;"mp2.5";18.5483870967742;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2019;11;"mp2.5";14.5;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;1;"mp2.5";16.9032258064516;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;2;"mp2.5";19.037037037037;27;87.0967741935484
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;3;"mp2.5";20.8064516129032;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;4;"mp2.5";27.0333333333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;5;"mp2.5";38.3225806451613;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;6;"mp2.5";39.2333333333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;7;"mp2.5";49.6551724137931;29;93.5483870967742
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;8;"mp2.5";33.3548387096774;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;9;"mp2.5";24.4;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;10;"mp2.5";18.3548387096774;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;11;"mp2.5";15.8666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2020;12;"mp2.5";15.9032258064516;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;1;"mp2.5";14.9677419354839;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;2;"mp2.5";15.3214285714286;28;90.3225806451613
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;3;"mp2.5";18.0769230769231;26;83.8709677419355
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;4;"mp2.5";27.4333333333333;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;5;"mp2.5";45.0344827586207;29;93.5483870967742
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;6;"mp2.5";50.9666666666667;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;7;"mp2.5";68.7741935483871;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;8;"mp2.5";45.4193548387097;31;100
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;9;"mp2.5";22.6071428571429;28;90.3225806451613
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;10;"mp2.5";17.2;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;11;"mp2.5";15.2;30;96.7741935483871
"M";"Santiago";"El Bosque";"El Bosque";-70.6661628607822;-33.54701601897;2021;12;"mp2.5";17.2333333333333;30;96.7741935483871
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;1;"mp2.5";18.0825603225806;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;2;"mp2.5";20.618172962963;27;87.0967741935484
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;3;"mp2.5";20.2793262962963;27;87.0967741935484
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;4;"mp2.5";32.8704366666667;30;96.7741935483871
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;5;"mp2.5";53.7514096774194;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;6;"mp2.5";54.3149133333333;30;96.7741935483871
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;7;"mp2.5";54.3568796774194;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;8;"mp2.5";36.5934264516129;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;9;"mp2.5";26.1956248;25;80.6451612903226
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;10;"mp2.5";16.9771480645161;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;11;"mp2.5";14.6234143333333;30;96.7741935483871
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;12;"mp2.5";16.4700677419355;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;1;"mp2.5";18.120394516129;31;100
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;2;"mp2.5";17.290016;25;80.6451612903226
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;3;"mp2.5";28.9460833333333;24;77.4193548387097
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;4;"mp2.5";27.990801;30;96.7741935483871
