CODIGO_COMUNA_RESIDENCIA,Year,Quarter,Gender,Mortality_Count
6201,2012.0,3,Mujer,10
6201,2012.0,4,Hombre,2
6201,2012.0,4,Mujer,1
6201,2013.0,1,Hombre,4
6201,2013.0,1,Mujer,3
6201,2013.0,2,Hombre,1
6201,2013.0,2,Mujer,3
6201,2013.0,3,Hombre,6
6201,2013.0,3,Mujer,4
6201,2013.0,4,Mujer,4
6201,2014.0,1,Hombre,1
6201,2014.0,1,Mujer,4
6201,2014.0,2,Hombre,1
6201,2014.0,2,Mujer,3
6201,2014.0,3,Hombre,5
6201,2014.0,3,Mujer,1
6201,2014.0,4,Hombre,5
6201,2014.0,4,Mujer,4
6201,2015.0,1,Hombre,2
6201,2015.0,2,Hombre,5
6201,2015.0,2,Mujer,2
6201,2015.0,3,Hombre,3
6201,2015.0,3,Mujer,3
6201,2015.0,4,Hombre,1
6201,2015.0,4,Mujer,1
6201,2016.0,1,Hombre,2
6201,2016.0,1,Mujer,3
6201,2016.0,2,Hombre,4
6201,2016.0,2,Mujer,4
6201,2016.0,3,Hombre,2
6201,2016.0,3,Mujer,2
6201,2016.0,4,Hombre,3
6201,2016.0,4,Mujer,6
6201,2017.0,1,Mujer,1
6201,2017.0,2,Hombre,3
6201,2017.0,2,Mujer,2
6201,2017.0,3,Hombre,2
6201,2017.0,3,Mujer,3
6201,2017.0,4,Hombre,4
6201,2017.0,4,Mujer,2
6201,2018.0,1,Mujer,6
6201,2018.0,2,Hombre,4
6201,2018.0,2,Mujer,5
6201,2018.0,3,Hombre,3
6201,2018.0,3,Mujer,3
6201,2018.0,4,Hombre,4
6201,2018.0,4,Mujer,8
6201,2019.0,1,Hombre,1
6201,2019.0,1,Mujer,2
6201,2019.0,2,Hombre,1
6201,2019.0,2,Mujer,1
6201,2019.0,3,Hombre,4
6201,2019.0,3,Mujer,2
6201,2019.0,4,Hombre,3
6201,2019.0,4,Mujer,3
6202,1997.0,2,Hombre,1
6202,1997.0,2,Mujer,3
6202,1997.0,3,Hombre,2
6202,1997.0,3,Mujer,2
6202,1997.0,4,Mujer,1
6202,1998.0,1,Hombre,1
6202,1998.0,1,Mujer,1
6202,1998.0,2,Hombre,2
6202,1998.0,2,Mujer,1
6202,1998.0,3,Mujer,2
6202,1999.0,1,Hombre,1
6202,1999.0,2,Hombre,2
6202,1999.0,3,Hombre,2
6202,1999.0,3,Mujer,1
6202,1999.0,4,Hombre,2
6202,2000.0,1,Hombre,1
6202,2000.0,1,Mujer,1
6202,2000.0,2,Mujer,2
6202,2000.0,3,Hombre,4
6202,2000.0,3,Mujer,1
6202,2000.0,4,Hombre,1
6202,2001.0,1,Hombre,2
6202,2001.0,1,Mujer,2
6202,2001.0,2,Hombre,2
6202,2001.0,2,Mujer,1
6202,2001.0,3,Hombre,1
6202,2001.0,3,Mujer,1
6202,2002.0,2,Hombre,1
6202,2002.0,3,Mujer,1
6202,2002.0,4,Hombre,2
6202,2002.0,4,Mujer,1
6202,2003.0,1,Hombre,1
6202,2003.0,1,Mujer,2
6202,2003.0,2,Hombre,1
6202,2003.0,2,Mujer,1
6202,2003.0,4,Mujer,1
6202,2004.0,2,Hombre,5
6202,2004.0,2,Mujer,4
6202,2004.0,3,Hombre,4
6202,2004.0,3,Mujer,1
6202,2004.0,4,Hombre,1
6202,2005.0,1,Mujer,2
6202,2005.0,2,Hombre,1
6202,2005.0,2,Mujer,1
6202,2005.0,4,Mujer,1
6202,2006.0,1,Hombre,2
6202,2006.0,1,Mujer,2
6202,2006.0,2,Hombre,2
6202,2006.0,2,Mujer,1
6202,2007.0,2,Hombre,1
6202,2007.0,3,Hombre,2
6202,2007.0,4,Hombre,3
6202,2007.0,4,Mujer,2
6202,2008.0,3,Mujer,1
6202,2008.0,4,Hombre,1
6202,2008.0,4,Mujer,3
6202,2009.0,1,Hombre,1
6202,2009.0,1,Mujer,1
6202,2009.0,2,Hombre,1
6202,2009.0,2,Mujer,2
6202,2009.0,3,Hombre,2
6202,2009.0,4,Mujer,2
6202,2010.0,1,Mujer,1
6202,2010.0,2,Mujer,1
6202,2010.0,3,Hombre,3
6202,2010.0,3,Mujer,1
6202,2010.0,4,Mujer,1
6202,2011.0,1,Hombre,2
6202,2011.0,2,Mujer,1
6202,2011.0,3,Hombre,1
6202,2011.0,3,Mujer,2
6202,2011.0,4,Mujer,1
6202,2012.0,1,Hombre,1
6202,2012.0,2,Hombre,2
6202,2012.0,2,Mujer,2
6202,2012.0,3,Mujer,2
6202,2012.0,4,Hombre,1
6202,2012.0,4,Mujer,1
6202,2013.0,1,Mujer,1
6202,2013.0,2,Hombre,4
6202,2013.0,3,Hombre,1
6202,2013.0,4,Hombre,3
6202,2013.0,4,Mujer,1
6202,2014.0,1,Hombre,1
6202,2014.0,2,Hombre,1
6202,2014.0,2,Mujer,3
6202,2014.0,3,Mujer,3
6202,2014.0,4,Mujer,2
6202,2015.0,1,Mujer,1
6202,2015.0,2,Mujer,1
6202,2015.0,3,Hombre,2
6202,2015.0,3,Mujer,1
6202,2016.0,1,Hombre,1
6202,2016.0,2,Mujer,1
6202,2016.0,3,Hombre,2
6202,2016.0,3,Mujer,1
6202,2016.0,4,Hombre,1
6202,2017.0,1,Hombre,1
6202,2017.0,1,Mujer,1
6202,2017.0,2,Hombre,1
6202,2017.0,3,Hombre,2
6202,2017.0,3,Mujer,1
6202,2018.0,1,Mujer,1
6202,2018.0,2,Hombre,1
6202,2018.0,2,Mujer,1
6202,2018.0,3,Hombre,1
6202,2018.0,3,Mujer,1
6202,2019.0,2,Mujer,1
6202,2019.0,3,Hombre,2
6202,2019.0,3,Mujer,2
6202,2019.0,4,Hombre,2
6203,1997.0,1,Hombre,3
6203,1997.0,2,Hombre,1
6203,1997.0,3,Hombre,1
6203,1997.0,3,Mujer,1
6203,1997.0,4,Hombre,1
6203,1998.0,1,Hombre,1
6203,1998.0,1,Mujer,1
6203,1998.0,2,Hombre,2
6203,1998.0,2,Mujer,1
6203,1998.0,3,Hombre,2
6203,1998.0,3,Mujer,3
6203,1998.0,4,Hombre,2
6203,1999.0,2,Mujer,2
6203,1999.0,3,Hombre,1
6203,1999.0,3,Mujer,1
6203,2000.0,2,Hombre,1
6203,2000.0,2,Mujer,2
6203,2000.0,3,Hombre,1
6203,2000.0,3,Mujer,1
6203,2000.0,4,Mujer,1
6203,2001.0,1,Hombre,5
6203,2001.0,1,Mujer,1
6203,2001.0,2,Mujer,1
6203,2001.0,3,Hombre,2
6203,2001.0,3,Mujer,1
6203,2001.0,4,Hombre,2
6203,2002.0,1,Hombre,1
6203,2002.0,1,Mujer,1
6203,2002.0,2,Hombre,1
6203,2002.0,2,Mujer,1
6203,2002.0,3,Hombre,1
6203,2002.0,4,Mujer,2
6203,2003.0,2,Hombre,1
6203,2003.0,4,Hombre,1
6203,2003.0,4,Mujer,1
6203,2004.0,1,Mujer,1
6203,2004.0,2,Mujer,1
6203,2004.0,3,Hombre,1
6203,2004.0,3,Mujer,2
6203,2004.0,4,Hombre,3
6203,2004.0,4,Mujer,1
6203,2005.0,1,Hombre,2
6203,2005.0,2,Hombre,1
6203,2005.0,2,Mujer,1
6203,2005.0,3,Hombre,2
6203,2005.0,3,Mujer,1
6203,2006.0,1,Hombre,1
6203,2006.0,1,Mujer,1
6203,2006.0,2,Hombre,1
6203,2006.0,3,Mujer,1
6203,2006.0,4,Mujer,1
6203,2007.0,1,Mujer,1
6203,2007.0,2,Hombre,2
6203,2007.0,2,Mujer,4
6203,2007.0,3,Hombre,2
6203,2007.0,3,Mujer,1
6203,2007.0,4,Hombre,2
6203,2007.0,4,Mujer,1
6203,2008.0,1,Hombre,2
6203,2008.0,1,Mujer,1
6203,2008.0,2,Hombre,3
6203,2008.0,3,Mujer,3
6203,2008.0,4,Hombre,3
6203,2008.0,4,Mujer,1
6203,2009.0,1,Hombre,2
6203,2009.0,2,Mujer,4
6203,2009.0,3,Hombre,3
6203,2009.0,3,Mujer,1
6203,2009.0,4,Mujer,2
6203,2010.0,1,Hombre,1
6203,2010.0,1,Mujer,3
6203,2010.0,2,Hombre,1
6203,2010.0,3,Hombre,2
6203,2010.0,4,Hombre,1
6203,2010.0,4,Mujer,2
6203,2011.0,1,Hombre,3
6203,2011.0,1,Mujer,2
6203,2011.0,2,Hombre,2
6203,2011.0,2,Mujer,3
6203,2011.0,3,Hombre,3
6203,2011.0,3,Mujer,1
6203,2011.0,4,Hombre,3
6203,2012.0,1,Hombre,1
6203,2012.0,1,Mujer,1
6203,2012.0,2,Mujer,2
6203,2012.0,3,Mujer,2
6203,2012.0,4,Hombre,1
6203,2012.0,4,Mujer,1
6203,2013.0,1,Hombre,1
6203,2013.0,2,Hombre,2
6203,2013.0,2,Mujer,2
6203,2013.0,3,Hombre,4
6203,2013.0,3,Mujer,1
6203,2013.0,4,Hombre,1
6203,2013.0,4,Mujer,3
6203,2014.0,1,Mujer,1
6203,2014.0,2,Hombre,2
6203,2014.0,2,Mujer,1
6203,2014.0,3,Hombre,1
6203,2014.0,3,Mujer,1
6203,2014.0,4,Hombre,3
6203,2014.0,4,Mujer,3
6203,2015.0,1,Mujer,2
6203,2015.0,2,Hombre,1
6203,2015.0,2,Mujer,1
6203,2015.0,4,Hombre,2
6203,2015.0,4,Mujer,2
6203,2016.0,1,Hombre,2
6203,2016.0,1,Mujer,1
6203,2016.0,2,Hombre,2
6203,2016.0,3,Hombre,1
6203,2016.0,3,Mujer,1
6203,2016.0,4,Hombre,2
6203,2016.0,4,Mujer,2
6203,2017.0,1,Hombre,4
6203,2017.0,1,Mujer,1
6203,2017.0,2,Hombre,2
6203,2017.0,2,Mujer,2
6203,2017.0,3,Hombre,2
6203,2017.0,3,Mujer,2
6203,2017.0,4,Hombre,1
6203,2017.0,4,Mujer,1
6203,2018.0,1,Hombre,2
6203,2018.0,1,Mujer,1
6203,2018.0,2,Mujer,2
6203,2018.0,3,Mujer,1
6203,2018.0,4,Hombre,2
6203,2019.0,1,Mujer,3
6203,2019.0,2,Hombre,3
6203,2019.0,3,Hombre,4
6203,2019.0,3,Mujer,2
6203,2019.0,4,Hombre,4
6203,2019.0,4,Mujer,2
6204,1997.0,1,Hombre,1
6204,1997.0,1,Mujer,2
6204,1997.0,2,Hombre,1
6204,1997.0,2,Mujer,1
6204,1997.0,3,Hombre,5
6204,1997.0,3,Mujer,2
6204,1997.0,4,Hombre,4
6204,1998.0,1,Hombre,1
6204,1998.0,1,Mujer,2
6204,1998.0,2,Hombre,3
6204,1998.0,3,Hombre,1
6204,1998.0,3,Mujer,3
6204,1998.0,4,Hombre,1
6204,1999.0,1,Hombre,1
6204,1999.0,1,Mujer,1
6204,1999.0,2,Hombre,3
6204,1999.0,2,Mujer,4
6204,1999.0,3,Hombre,2
6204,1999.0,3,Mujer,2
6204,1999.0,4,Hombre,2
6204,1999.0,4,Mujer,1
6204,2000.0,1,Hombre,2
6204,2000.0,1,Mujer,1
6204,2000.0,2,Hombre,1
6204,2000.0,2,Mujer,2
6204,2000.0,3,Hombre,2
6204,2000.0,3,Mujer,5
6204,2000.0,4,Hombre,1
6204,2000.0,4,Mujer,2
6204,2001.0,1,Hombre,1
6204,2001.0,2,Hombre,2
6204,2001.0,3,Hombre,1
6204,2001.0,3,Mujer,3
6204,2001.0,4,Hombre,2
6204,2001.0,4,Mujer,1
6204,2002.0,1,Hombre,1
6204,2002.0,2,Hombre,1
6204,2002.0,2,Mujer,1
6204,2002.0,3,Mujer,1
6204,2003.0,1,Hombre,1
6204,2003.0,2,Hombre,1
6204,2003.0,2,Mujer,1
6204,2003.0,3,Hombre,2
6204,2003.0,4,Mujer,1
6204,2004.0,1,Hombre,1
6204,2004.0,1,Mujer,1
6204,2004.0,2,Hombre,1
6204,2004.0,2,Mujer,2
6204,2004.0,3,Hombre,2
6204,2004.0,4,Hombre,2
6204,2004.0,4,Mujer,3
6204,2005.0,1,Hombre,3
6204,2005.0,1,Mujer,2
6204,2005.0,2,Hombre,2
6204,2005.0,2,Mujer,3
6204,2005.0,3,Hombre,1
6204,2005.0,3,Mujer,1
6204,2005.0,4,Hombre,1
6204,2005.0,4,Mujer,3
6204,2006.0,1,Hombre,1
6204,2006.0,2,Mujer,3
6204,2006.0,3,Hombre,2
6204,2006.0,3,Mujer,2
6204,2006.0,4,Hombre,1
6204,2007.0,1,Hombre,5
6204,2007.0,2,Hombre,1
6204,2007.0,3,Hombre,4
6204,2007.0,3,Mujer,6
6204,2007.0,4,Hombre,1
6204,2007.0,4,Mujer,2
6204,2008.0,1,Hombre,1
6204,2008.0,1,Mujer,1
6204,2008.0,2,Hombre,2
6204,2008.0,2,Mujer,4
6204,2008.0,3,Hombre,2
6204,2008.0,3,Mujer,1
6204,2008.0,4,Hombre,1
6204,2008.0,4,Mujer,1
6204,2009.0,1,Hombre,1
6204,2009.0,2,Mujer,2
6204,2009.0,3,Mujer,1
6204,2009.0,4,Hombre,1
6204,2010.0,1,Hombre,1
6204,2010.0,1,Mujer,3
6204,2010.0,2,Hombre,2
6204,2010.0,2,Mujer,1
6204,2010.0,3,Hombre,4
6204,2010.0,4,Hombre,1
6204,2010.0,4,Mujer,2
6204,2011.0,1,Mujer,6
6204,2011.0,2,Hombre,2
6204,2011.0,3,Hombre,1
6204,2011.0,3,Mujer,4
6204,2011.0,4,Hombre,2
6204,2011.0,4,Mujer,3
6204,2012.0,1,Hombre,1
6204,2012.0,1,Mujer,1
6204,2012.0,2,Hombre,1
6204,2012.0,3,Hombre,2
6204,2012.0,3,Mujer,2
6204,2012.0,4,Hombre,1
6204,2012.0,4,Mujer,1
6204,2013.0,1,Hombre,1
6204,2013.0,1,Mujer,2
6204,2013.0,2,Mujer,2
6204,2013.0,3,Hombre,3
6204,2013.0,3,Mujer,2
6204,2013.0,4,Hombre,2
6204,2013.0,4,Mujer,3
6204,2014.0,1,Hombre,3
6204,2014.0,1,Mujer,2
6204,2014.0,2,Hombre,1
6204,2014.0,2,Mujer,3
6204,2014.0,3,Hombre,2
6204,2014.0,3,Mujer,3
6204,2014.0,4,Hombre,2
6204,2014.0,4,Mujer,2
6204,2015.0,1,Hombre,2
6204,2015.0,1,Mujer,2
6204,2015.0,2,Hombre,1
6204,2015.0,2,Mujer,1
6204,2015.0,3,Hombre,2
6204,2015.0,3,Mujer,3
6204,2015.0,4,Hombre,2
6204,2016.0,1,Hombre,1
6204,2016.0,2,Hombre,4
6204,2016.0,2,Mujer,2
6204,2016.0,3,Mujer,4
6204,2016.0,4,Mujer,3
6204,2017.0,1,Mujer,3
6204,2017.0,2,Hombre,3
6204,2017.0,2,Mujer,4
6204,2017.0,3,Hombre,2
6204,2017.0,3,Mujer,2
6204,2017.0,4,Hombre,1
6204,2017.0,4,Mujer,2
6204,2018.0,1,Hombre,2
6204,2018.0,1,Mujer,2
6204,2018.0,2,Hombre,2
6204,2018.0,2,Mujer,4
6204,2018.0,3,Mujer,4
6204,2018.0,4,Mujer,2
6204,2019.0,1,Hombre,1
6204,2019.0,1,Mujer,3
6204,2019.0,2,Hombre,1
6204,2019.0,2,Mujer,4
6204,2019.0,3,Hombre,2
6204,2019.0,3,Mujer,1
6204,2019.0,4,Mujer,1
6205,1997.0,2,Mujer,2
6205,1997.0,3,Hombre,4
6205,1997.0,3,Mujer,1
6205,1997.0,4,Hombre,1
6205,1998.0,1,Hombre,1
6205,1998.0,2,Hombre,1
6205,1998.0,2,Mujer,3
6205,1998.0,3,Hombre,1
6205,1998.0,4,Hombre,2
6205,1998.0,4,Mujer,4
6205,1999.0,1,Hombre,1
6205,1999.0,1,Mujer,1
6205,1999.0,2,Hombre,2
6205,1999.0,2,Mujer,1
6205,1999.0,3,Hombre,1
6205,1999.0,3,Mujer,1
6205,1999.0,4,Hombre,1
6205,1999.0,4,Mujer,1
6205,2000.0,1,Mujer,1
6205,2000.0,3,Hombre,2
6205,2000.0,3,Mujer,2
6205,2000.0,4,Hombre,2
6205,2000.0,4,Mujer,1
6205,2001.0,1,Hombre,1
6205,2001.0,1,Mujer,2
6205,2001.0,2,Mujer,2
6205,2001.0,3,Hombre,1
6205,2001.0,4,Hombre,3
6205,2002.0,1,Hombre,1
6205,2002.0,2,Hombre,1
6205,2002.0,2,Mujer,1
6205,2002.0,3,Mujer,1
6205,2002.0,4,Hombre,1
6205,2003.0,1,Mujer,1
6205,2003.0,2,Hombre,3
6205,2003.0,2,Mujer,1
6205,2003.0,3,Hombre,2
6205,2003.0,3,Mujer,2
6205,2003.0,4,Hombre,1
6205,2003.0,4,Mujer,1
6205,2004.0,2,Mujer,1
6205,2004.0,3,Hombre,1
6205,2004.0,3,Mujer,3
6205,2005.0,1,Hombre,2
6205,2005.0,1,Mujer,3
6205,2005.0,3,Hombre,2
6205,2005.0,4,Mujer,1
6205,2006.0,1,Hombre,1
6205,2006.0,1,Mujer,3
6205,2006.0,2,Hombre,1
6205,2006.0,2,Mujer,1
6205,2006.0,3,Hombre,1
6205,2006.0,3,Mujer,1
6205,2006.0,4,Hombre,1
6205,2006.0,4,Mujer,1
6205,2007.0,1,Hombre,1
6205,2007.0,2,Hombre,3
6205,2007.0,2,Mujer,2
6205,2007.0,3,Hombre,4
6205,2007.0,3,Mujer,3
6205,2007.0,4,Hombre,2
6205,2007.0,4,Mujer,3
6205,2008.0,1,Hombre,1
6205,2008.0,1,Mujer,3
6205,2008.0,2,Hombre,2
6205,2008.0,2,Mujer,1
6205,2008.0,3,Mujer,1
6205,2008.0,4,Hombre,3
6205,2008.0,4,Mujer,2
6205,2009.0,1,Hombre,1
6205,2009.0,2,Mujer,1
6205,2009.0,3,Hombre,1
6205,2009.0,3,Mujer,3
6205,2009.0,4,Hombre,3
6205,2009.0,4,Mujer,1
6205,2010.0,2,Hombre,3
6205,2010.0,2,Mujer,1
6205,2010.0,3,Hombre,1
6205,2010.0,4,Hombre,2
6205,2010.0,4,Mujer,2
6205,2011.0,1,Hombre,2
6205,2011.0,2,Hombre,3
6205,2011.0,2,Mujer,3
6205,2011.0,3,Hombre,2
6205,2011.0,4,Mujer,1
6205,2012.0,1,Hombre,2
6205,2012.0,1,Mujer,1
6205,2012.0,2,Hombre,1
6205,2012.0,2,Mujer,2
6205,2012.0,3,Hombre,2
6205,2012.0,3,Mujer,3
6205,2012.0,4,Hombre,3
6205,2012.0,4,Mujer,3
6205,2013.0,1,Mujer,1
6205,2013.0,2,Hombre,2
6205,2013.0,3,Hombre,2
6205,2013.0,3,Mujer,2
6205,2013.0,4,Hombre,1
6205,2013.0,4,Mujer,1
6205,2014.0,1,Hombre,4
6205,2014.0,3,Hombre,1
6205,2014.0,3,Mujer,1
6205,2014.0,4,Hombre,1
6205,2014.0,4,Mujer,4
6205,2015.0,1,Hombre,2
6205,2015.0,2,Hombre,2
6205,2015.0,2,Mujer,2
6205,2015.0,3,Hombre,1
6205,2015.0,3,Mujer,1
6205,2015.0,4,Hombre,3
6205,2015.0,4,Mujer,2
6205,2016.0,1,Hombre,2
6205,2016.0,1,Mujer,1
6205,2016.0,2,Hombre,2
6205,2016.0,2,Mujer,2
6205,2016.0,3,Hombre,2
6205,2016.0,3,Mujer,4
6205,2016.0,4,Hombre,3
6205,2016.0,4,Mujer,3
6205,2017.0,1,Hombre,1
6205,2017.0,1,Mujer,1
6205,2017.0,2,Hombre,1
6205,2017.0,2,Mujer,2
6205,2017.0,3,Hombre,3
6205,2017.0,4,Hombre,2
6205,2017.0,4,Mujer,1
6205,2018.0,1,Hombre,2
6205,2018.0,1,Mujer,2
6205,2018.0,2,Hombre,1
6205,2018.0,2,Mujer,3
6205,2018.0,3,Hombre,2
6205,2018.0,3,Mujer,2
6205,2018.0,4,Hombre,1
6205,2018.0,4,Mujer,1
6205,2019.0,1,Hombre,2
6205,2019.0,1,Mujer,1
6205,2019.0,2,Mujer,4
6205,2019.0,3,Hombre,3
6205,2019.0,3,Mujer,1
6205,2019.0,4,Hombre,5
6205,2019.0,4,Mujer,3
6206,1997.0,1,Hombre,1
6206,1997.0,1,Mujer,2
6206,1997.0,2,Hombre,2
6206,1997.0,2,Mujer,1
6206,1997.0,3,Hombre,1
6206,1997.0,4,Hombre,1
6206,1997.0,4,Mujer,1
6206,1998.0,2,Hombre,1
6206,1998.0,2,Mujer,1
6206,1998.0,3,Hombre,1
6206,1998.0,3,Mujer,3
6206,1999.0,1,Hombre,1
6206,1999.0,1,Mujer,1
6206,1999.0,2,Hombre,1
6206,1999.0,2,Mujer,1
6206,1999.0,3,Hombre,1
6206,2000.0,1,Hombre,1
6206,2000.0,1,Mujer,1
6206,2000.0,2,Hombre,4
6206,2000.0,3,Hombre,3
6206,2000.0,4,Hombre,2
6206,2000.0,4,Mujer,3
6206,2001.0,1,Hombre,2
6206,2001.0,1,Mujer,1
6206,2001.0,2,Hombre,1
6206,2001.0,2,Mujer,1
6206,2001.0,3,Hombre,2
6206,2001.0,3,Mujer,1
6206,2001.0,4,Hombre,1
6206,2002.0,1,Hombre,3
6206,2002.0,1,Mujer,2
6206,2002.0,2,Mujer,1
6206,2002.0,3,Mujer,1
6206,2002.0,4,Hombre,2
6206,2002.0,4,Mujer,1
6206,2003.0,1,Hombre,1
6206,2003.0,2,Hombre,2
6206,2003.0,2,Mujer,1
6206,2003.0,3,Hombre,1
6206,2003.0,4,Hombre,1
6206,2004.0,1,Hombre,1
6206,2004.0,1,Mujer,1
6206,2004.0,2,Mujer,2
6206,2004.0,3,Mujer,1
6206,2004.0,4,Mujer,1
6206,2005.0,1,Hombre,1
6206,2005.0,1,Mujer,3
6206,2005.0,2,Mujer,1
6206,2005.0,3,Hombre,1
6206,2005.0,3,Mujer,1
6206,2005.0,4,Hombre,1
6206,2006.0,1,Hombre,1
6206,2006.0,1,Mujer,3
6206,2006.0,2,Hombre,1
6206,2006.0,2,Mujer,3
6206,2006.0,3,Hombre,1
6206,2006.0,3,Mujer,3
6206,2006.0,4,Mujer,2
6206,2007.0,1,Hombre,1
6206,2007.0,1,Mujer,1
6206,2007.0,2,Hombre,2
6206,2007.0,2,Mujer,2
6206,2007.0,3,Hombre,2
6206,2007.0,4,Hombre,3
6206,2007.0,4,Mujer,1
6206,2008.0,1,Mujer,1
6206,2008.0,2,Hombre,2
6206,2008.0,2,Mujer,1
6206,2008.0,3,Hombre,1
6206,2008.0,3,Mujer,4
6206,2008.0,4,Hombre,5
6206,2008.0,4,Mujer,1
6206,2009.0,1,Hombre,2
6206,2009.0,1,Mujer,1
6206,2009.0,2,Hombre,1
6206,2009.0,2,Mujer,4
6206,2009.0,3,Hombre,1
6206,2009.0,3,Mujer,2
6206,2009.0,4,Hombre,1
6206,2009.0,4,Mujer,1
6206,2010.0,1,Hombre,4
6206,2010.0,1,Mujer,1
6206,2010.0,2,Hombre,2
6206,2010.0,2,Mujer,4
6206,2010.0,3,Hombre,3
6206,2010.0,3,Mujer,4
6206,2010.0,4,Hombre,1
6206,2011.0,1,Mujer,1
6206,2011.0,2,Hombre,1
6206,2011.0,3,Hombre,2
6206,2011.0,3,Mujer,1
6206,2011.0,4,Mujer,1
6206,2012.0,1,Hombre,1
6206,2012.0,1,Mujer,1
6206,2012.0,2,Hombre,2
6206,2012.0,2,Mujer,2
6206,2012.0,3,Hombre,2
6206,2012.0,4,Hombre,2
6206,2013.0,1,Hombre,2
6206,2013.0,2,Hombre,2
6206,2013.0,2,Mujer,1
6206,2013.0,3,Hombre,2
6206,2014.0,1,Hombre,3
6206,2014.0,2,Hombre,2
6206,2014.0,2,Mujer,3
6206,2014.0,3,Hombre,2
6206,2014.0,3,Mujer,3
6206,2014.0,4,Hombre,2
6206,2014.0,4,Mujer,2
6206,2015.0,1,Hombre,3
6206,2015.0,2,Hombre,1
6206,2015.0,2,Mujer,1
6206,2015.0,3,Hombre,5
6206,2015.0,3,Mujer,2
6206,2015.0,4,Mujer,1
6206,2016.0,1,Hombre,1
6206,2016.0,1,Mujer,1
6206,2016.0,2,Hombre,1
6206,2016.0,2,Mujer,3
6206,2016.0,3,Hombre,2
6206,2016.0,3,Mujer,3
6206,2016.0,4,Hombre,1
6206,2017.0,1,Mujer,1
6206,2017.0,2,Hombre,6
6206,2017.0,3,Hombre,1
6206,2017.0,3,Mujer,3
6206,2017.0,4,Hombre,4
6206,2017.0,4,Mujer,3
6206,2018.0,1,Hombre,3
6206,2018.0,2,Hombre,3
6206,2018.0,2,Mujer,3
6206,2018.0,3,Mujer,3
6206,2018.0,4,Mujer,2
6206,2019.0,1,Hombre,2
6206,2019.0,1,Mujer,1
6206,2019.0,2,Hombre,2
6206,2019.0,2,Mujer,2
6206,2019.0,3,Hombre,1
6206,2019.0,3,Mujer,3
6206,2019.0,4,Hombre,2
6206,2019.0,4,Mujer,4
6301,1997.0,1,Hombre,8
6301,1997.0,1,Mujer,7
6301,1997.0,2,Hombre,6
6301,1997.0,2,Mujer,13
6301,1997.0,3,Hombre,11
6301,1997.0,3,Mujer,7
6301,1997.0,4,Hombre,16
6301,1997.0,4,Mujer,12
6301,1998.0,1,Hombre,7
6301,1998.0,1,Mujer,11
6301,1998.0,2,Hombre,9
6301,1998.0,2,Mujer,19
6301,1998.0,3,Hombre,7
6301,1998.0,3,Mujer,21
6301,1998.0,4,Hombre,10
6301,1998.0,4,Mujer,14
6301,1999.0,1,Hombre,5
6301,1999.0,1,Mujer,11
6301,1999.0,2,Hombre,5
6301,1999.0,2,Mujer,17
6301,1999.0,3,Hombre,11
6301,1999.0,3,Mujer,11
6301,1999.0,4,Hombre,13
6301,1999.0,4,Mujer,14
6301,2000.0,1,Hombre,9
6301,2000.0,1,Mujer,12
6301,2000.0,2,Hombre,12
6301,2000.0,2,Mujer,8
6301,2000.0,3,Hombre,16
6301,2000.0,3,Mujer,10
6301,2000.0,4,Hombre,6
6301,2000.0,4,Mujer,17
6301,2001.0,1,Hombre,5
6301,2001.0,1,Mujer,12
6301,2001.0,2,Hombre,8
6301,2001.0,2,Mujer,15
6301,2001.0,3,Hombre,11
6301,2001.0,3,Mujer,16
6301,2001.0,4,Hombre,12
6301,2001.0,4,Mujer,11
6301,2002.0,1,Hombre,5
6301,2002.0,1,Mujer,13
6301,2002.0,2,Hombre,9
6301,2002.0,2,Mujer,6
6301,2002.0,3,Hombre,13
6301,2002.0,3,Mujer,19
6301,2002.0,4,Hombre,9
6301,2002.0,4,Mujer,5
6301,2003.0,1,Hombre,8
6301,2003.0,1,Mujer,17
6301,2003.0,2,Hombre,17
6301,2003.0,2,Mujer,11
6301,2003.0,3,Hombre,9
6301,2003.0,3,Mujer,22
6301,2003.0,4,Hombre,7
6301,2003.0,4,Mujer,17
6301,2004.0,1,Hombre,8
6301,2004.0,1,Mujer,13
6301,2004.0,2,Hombre,11
6301,2004.0,2,Mujer,14
6301,2004.0,3,Hombre,13
6301,2004.0,3,Mujer,15
6301,2004.0,4,Hombre,4
6301,2004.0,4,Mujer,14
6301,2005.0,1,Hombre,6
6301,2005.0,1,Mujer,9
6301,2005.0,2,Hombre,11
6301,2005.0,2,Mujer,14
6301,2005.0,3,Hombre,16
6301,2005.0,3,Mujer,11
6301,2005.0,4,Hombre,8
6301,2005.0,4,Mujer,8
6301,2006.0,1,Hombre,7
6301,2006.0,1,Mujer,10
6301,2006.0,2,Hombre,17
6301,2006.0,2,Mujer,16
6301,2006.0,3,Hombre,16
6301,2006.0,3,Mujer,27
6301,2006.0,4,Hombre,11
6301,2006.0,4,Mujer,9
6301,2007.0,1,Hombre,14
6301,2007.0,1,Mujer,12
6301,2007.0,2,Hombre,15
6301,2007.0,2,Mujer,18
6301,2007.0,3,Hombre,21
6301,2007.0,3,Mujer,20
6301,2007.0,4,Hombre,6
6301,2007.0,4,Mujer,18
6301,2008.0,1,Hombre,10
6301,2008.0,1,Mujer,13
6301,2008.0,2,Hombre,13
