"region";"province";"commune";"site";"longitude";"latitude";"year";"month";"pollutant";"value";"n";"completeness";"pm25_satellite"
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;2;"mp2.5";20.618172962963;27;87.0967741935484;18.4553220818373
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;3;"mp2.5";20.2793262962963;27;87.0967741935484;19.3376766658139
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;4;"mp2.5";32.8704366666667;30;96.7741935483871;28.8132224749747
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;5;"mp2.5";53.7514096774194;31;100;39.6411889951329
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;6;"mp2.5";54.3149133333333;30;96.7741935483871;45.4159408832784
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;7;"mp2.5";54.3568796774194;31;100;43.3482090061598
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;8;"mp2.5";36.5934264516129;31;100;37.317380872872
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;9;"mp2.5";26.1956248;25;80.6451612903226;25.5290829389999
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;10;"mp2.5";16.9771480645161;31;100;16.6736554974734
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;11;"mp2.5";14.6234143333333;30;96.7741935483871;15.6367595001894
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2015;12;"mp2.5";16.4700677419355;31;100;16.1430281549596
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;1;"mp2.5";18.120394516129;31;100;17.0330650359804
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;2;"mp2.5";17.290016;25;80.6451612903226;14.9017744136741
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;3;"mp2.5";28.9460833333333;24;77.4193548387097;26.1868784171952
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;4;"mp2.5";27.990801;30;96.7741935483871;27.0465581026055
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;5;"mp2.5";44.0763419354839;31;100;41.7499520311815
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;6;"mp2.5";53.0965066666667;30;96.7741935483871;49.6331647237096
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;7;"mp2.5";41.5023974193548;31;100;43.2375530050599
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;8;"mp2.5";36.4677967741936;31;100;42.5746887015395
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;9;"mp2.5";27.1360213333333;30;96.7741935483871;25.7000007629395
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;10;"mp2.5";13.9674904166667;24;77.4193548387097;14.7683798854202
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;11;"mp2.5";16.2197133333333;30;96.7741935483871;15.1150433168124
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2016;12;"mp2.5";21.8648009677419;31;100;19.4964696708844
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;7;"mp2.5";47.9259259259259;27;87.0967741935484;41.0964803583703
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;8;"mp2.5";34;30;96.7741935483871;38.1002418955918
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;9;"mp2.5";25.2083333333333;24;77.4193548387097;26.0149377972909
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;10;"mp2.5";14.8064516129032;31;100;16.3832119724546
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;11;"mp2.5";13.1111111111111;27;87.0967741935484;15.5430277734899
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2017;12;"mp2.5";13.9333333333333;30;96.7741935483871;16.8833171105065
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;1;"mp2.5";14.1724137931034;29;93.5483870967742;16.0036246775964
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;4;"mp2.5";26.8;30;96.7741935483871;27.9973981183684
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;5;"mp2.5";34.0666666666667;30;96.7741935483871;34.6922271727755
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;6;"mp2.5";44.8333333333333;30;96.7741935483871;47.3517388327813
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;7;"mp2.5";36;31;100;39.6316193825429
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;8;"mp2.5";37.1935483870968;31;100;41.4595491288977
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;9;"mp2.5";26.9230769230769;26;83.8709677419355;25.2069247601858
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;10;"mp2.5";16.5862068965517;29;93.5483870967742;15.0166825080238
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;11;"mp2.5";10.5;28;90.3225806451613;12.4114070867055
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2018;12;"mp2.5";11.7741935483871;31;100;15.1947248197231
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;1;"mp2.5";13.6551724137931;29;93.5483870967742;15.3631344080845
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;2;"mp2.5";16.75;28;90.3225806451613;18.8236071471852
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;3;"mp2.5";17.6;25;80.6451612903226;16.968491485216
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;4;"mp2.5";32.6333333333333;30;96.7741935483871;29.0641982881701
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;5;"mp2.5";30.2258064516129;31;100;34.711208242088
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;6;"mp2.5";36.4333333333333;30;96.7741935483871;37.5263447629719
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;7;"mp2.5";48.1935483870968;31;100;48.3602714828827
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;8;"mp2.5";31.9354838709677;31;100;38.0989773679256
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;9;"mp2.5";18.9310344827586;29;93.5483870967742;20.6263456469358
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;11;"mp2.5";17.7037037037037;27;87.0967741935484;15.2993540320348
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2019;12;"mp2.5";15.2258064516129;31;100;14.6149379275135
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;1;"mp2.5";15.9;30;96.7741935483871;17.6402904814258
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;2;"mp2.5";18.9230769230769;26;83.8709677419355;18.3038014159562
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;4;"mp2.5";22;30;96.7741935483871;24.5448131069578
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;5;"mp2.5";29.9655172413793;29;93.5483870967742;34.8281301541869
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;6;"mp2.5";27.5666666666667;30;96.7741935483871;34.8245998924067
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;7;"mp2.5";33.1612903225806;31;100;38.0061019757023
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;8;"mp2.5";27.741935483871;31;100;32.624599564626
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;9;"mp2.5";20.7333333333333;30;96.7741935483871;23.3947245786817
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;10;"mp2.5";14.1935483870968;31;100;15.9859496755981
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;11;"mp2.5";12.2333333333333;30;96.7741935483871;15.0166825080238
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2020;12;"mp2.5";10.8064516129032;31;100;14.3947246289882
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;1;"mp2.5";12.1612903225806;31;100;14.1999352939483
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;2;"mp2.5";13.3928571428571;28;90.3225806451613;15.9405610249353
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;3;"mp2.5";14.84;25;80.6451612903226;15.5071725575516
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;4;"mp2.5";22.5;30;96.7741935483871;23.1477617229798
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;5;"mp2.5";37;31;100;37.705973506782
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;6;"mp2.5";36;30;96.7741935483871;43.3219570025123
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;7;"mp2.5";48.4193548387097;31;100;52.6852184293444
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;8;"mp2.5";37.8387096774194;31;100;43.2456302004816
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;9;"mp2.5";18.4333333333333;30;96.7741935483871;23.0052750398486
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;10;"mp2.5";14.8965517241379;29;93.5483870967742;15.5179926835392
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;11;"mp2.5";12.8;30;96.7741935483871;14.6316203852308
"M";"Santiago";"La Florida";"La Florida";-70.5881601035897;-33.5166668832046;2021;12;"mp2.5";15.2068965517241;29;93.5483870967742;27.7993540320348
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;1;"mp2.5";21.7459709677419;31;100;21.6242239333208
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;2;"mp2.5";22.5556357142857;28;90.3225806451613;17.4323545015826
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;3;"mp2.5";20.4462614814815;27;87.0967741935484;22.0192503290117
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;4;"mp2.5";28.3207;30;96.7741935483871;26.5831007639696
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;5;"mp2.5";45.2211677419355;31;100;29.0858679046866
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;6;"mp2.5";37.7540433333333;30;96.7741935483871;29.6703870291643
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;7;"mp2.5";35.38567;30;96.7741935483871;29.3448359958001
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;8;"mp2.5";21.7468572413793;29;93.5483870967742;23.9779980381981
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;9;"mp2.5";21.3883372;25;80.6451612903226;20.6239668076016
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;10;"mp2.5";14.9502703225806;31;100;16.6320978588428
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;11;"mp2.5";14.0287223333333;30;96.7741935483871;15.6999998092651
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2015;12;"mp2.5";17.2441322580645;31;100;16.56064549581
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;1;"mp2.5";19.9291653333333;30;96.7741935483871;18.4263527370265
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;3;"mp2.5";28.3328064516129;31;100;24.252319903127
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;4;"mp2.5";26.2561885185185;27;87.0967741935484;25.5432320455802
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;5;"mp2.5";34.7912677419355;31;100;32.22122555246
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;6;"mp2.5";33.3928163333333;30;96.7741935483871;33.9564198204766
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;7;"mp2.5";28.3551603333333;30;96.7741935483871;30.5498716574024
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;8;"mp2.5";33.9186290322581;31;100;30.5421927197502
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;9;"mp2.5";26.2998366666667;30;96.7741935483871;25.3092876947957
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;11;"mp2.5";17.2043081481481;27;87.0967741935484;14.802741447082
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2016;12;"mp2.5";22.7068906896552;29;93.5483870967742;21.117774561499
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;1;"mp2.5";35.808875;28;90.3225806451613;40.1432216635769
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;2;"mp2.5";16.4687525;28;90.3225806451613;15.341642655391
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;3;"mp2.5";17.435192962963;27;87.0967741935484;17.9120921374521
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;4;"mp2.5";17.166294137931;29;93.5483870967742;19.914940072724
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;5;"mp2.5";26.1666666666667;30;96.7741935483871;27.9140658492091
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;6;"mp2.5";25.4333333333333;30;96.7741935483871;29.230159214268
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;7;"mp2.5";30.4074074074074;27;87.0967741935484;27.4878062693013
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;8;"mp2.5";25.4193548387097;31;100;25.6520932966729
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;9;"mp2.5";22.56;25;80.6451612903226;23.635193952367
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;10;"mp2.5";13.8064516129032;31;100;16.117774561499
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;11;"mp2.5";15.4;30;96.7741935483871;15.0174194499222
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2017;12;"mp2.5";15.3225806451613;31;100;15.8174194745329
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;1;"mp2.5";15.4193548387097;31;100;17.9081267824224
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;3;"mp2.5";15.6129032258065;31;100;16.9631926675506
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;4;"mp2.5";24.4666666666667;30;96.7741935483871;25.4281941586831
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;5;"mp2.5";25.2903225806452;31;100;26.4239661037163
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;6;"mp2.5";28.25;28;90.3225806451613;30.827061874825
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;7;"mp2.5";24.0322580645161;31;100;27.635193952367
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;8;"mp2.5";28.1290322580645;31;100;26.3332598565711
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;10;"mp2.5";19.5925925925926;27;87.0967741935484;17.3973516921919
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2018;12;"mp2.5";20.0666666666667;30;96.7741935483871;14.6000003814697
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;1;"mp2.5";22.0322580645161;31;100;19.1541866615595
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;2;"mp2.5";21.96;25;80.6451612903226;19.3224485055277
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;3;"mp2.5";21.08;25;80.6451612903226;18.9403840020327
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;4;"mp2.5";26.9333333333333;30;96.7741935483871;27.8200627850263
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;5;"mp2.5";21.9032258064516;31;100;24.9943533045652
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;6;"mp2.5";19.5;30;96.7741935483871;25.7776489271756
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;7;"mp2.5";33.1290322580645;31;100;34.1970939148757
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;8;"mp2.5";22.1935483870968;31;100;23.532904262015
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;9;"mp2.5";14.7;30;96.7741935483871;17.2000007629395
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;10;"mp2.5";12.5161290322581;31;100;13.8030963137862
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;11;"mp2.5";11.7;30;96.7741935483871;13.5
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2019;12;"mp2.5";12.9310344827586;29;93.5483870967742;14.1174196652678
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;1;"mp2.5";14.0344827586207;29;93.5483870967742;17.6057405730375
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;2;"mp2.5";15;29;93.5483870967742;16.094769369304
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;3;"mp2.5";15.8076923076923;26;83.8709677419355;17.3693849453577
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;4;"mp2.5";17.0666666666667;30;96.7741935483871;21.976296000611
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;5;"mp2.5";20.9354838709677;31;100;24.3672903443852
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;6;"mp2.5";14.8333333333333;30;96.7741935483871;25.4174190684525
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;7;"mp2.5";16.8709677419355;31;100;25.1140659999401
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;8;"mp2.5";20.3870967741935;31;100;24.7829348494937
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;9;"mp2.5";16.7;30;96.7741935483871;20.5
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;10;"mp2.5";11.7741935483871;31;100;15.4143229158741
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;11;"mp2.5";11.4230769230769;26;83.8709677419355;14.3946101592676
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2020;12;"mp2.5";10.2758620689655;29;93.5483870967742;11.9177737985595
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;1;"mp2.5";11.741935483871;31;100;16.5020840070066
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;2;"mp2.5";13.2142857142857;28;90.3225806451613;13.9310278549915
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;4;"mp2.5";18.9333333333333;30;96.7741935483871;20.7732006601934
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;5;"mp2.5";26.5483870967742;31;100;19.635548402514
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;6;"mp2.5";21.9;30;96.7741935483871;29.7672912580556
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;7;"mp2.5";28.7096774193548;31;100;27.9765829528307
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;8;"mp2.5";27.4838709677419;31;100;38.0874516407039
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;9;"mp2.5";15.2333333333333;30;96.7741935483871;18.8379342894834
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;10;"mp2.5";11.2258064516129;31;100;14.817774201257
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;11;"mp2.5";11.5;30;96.7741935483871;14.3303221510897
"M";"Santiago";"Las Condes";"Las Condes";-70.5232561485338;-33.3767760480796;2021;12;"mp2.5";14.8518518518519;27;87.0967741935484;27.6464208829925
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;1;"mp2.5";17.3505196774194;31;100;12.3467789798883
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;2;"mp2.5";21.4588111111111;27;87.0967741935484;22.2672186455478
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;3;"mp2.5";21.6331574074074;27;87.0967741935484;19.454443528958
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;4;"mp2.5";33.8732766666667;30;96.7741935483871;36.6204325144609
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;5;"mp2.5";58.1532;31;100;36.5042747671558
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;6;"mp2.5";80.1334166666667;30;96.7741935483871;44.4941596883314
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;7;"mp2.5";67.5665138709677;31;100;42.7523964684259
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;8;"mp2.5";34.7647622580645;31;100;27.9031518248969
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;9;"mp2.5";26.805788;25;80.6451612903226;24.0055666995074
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;10;"mp2.5";15.2080912903226;31;100;18.2514600500685
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;11;"mp2.5";12.6574956666667;30;96.7741935483871;19.8485393498782
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2015;12;"mp2.5";14.429411;30;96.7741935483871;17.6180745623668
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;1;"mp2.5";14.3911332258065;31;100;18.2594089293443
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;3;"mp2.5";24.09861;30;96.7741935483871;26.5476059686654
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;4;"mp2.5";28.8419233333333;30;96.7741935483871;41.7827401819683
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;5;"mp2.5";43.9934741935484;31;100;39.9056281280533
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;6;"mp2.5";73.12249;30;96.7741935483871;48.8042745512622
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;7;"mp2.5";50.9222441935484;31;100;42.3942088686264
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;8;"mp2.5";38.7419451612903;31;100;36.3660196490809
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;9;"mp2.5";31.192901;30;96.7741935483871;26.7477261844295
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;10;"mp2.5";13.2899968;25;80.6451612903226;16.5658008017357
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;11;"mp2.5";15.60949;30;96.7741935483871;17.6379338825401
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2016;12;"mp2.5";22.5632432258065;31;100;18.4740826807433
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;4;"mp2.5";22.5972937037037;27;87.0967741935484;23.5042874809264
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;5;"mp2.5";42.0322580645161;31;100;39.5307874163236
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;6;"mp2.5";52.3666666666667;30;96.7741935483871;42.2393344459232
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;7;"mp2.5";54.6333333333333;30;96.7741935483871;43.8595297060426
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;8;"mp2.5";33.6451612903226;31;100;28.3059633607572
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;10;"mp2.5";14.8064516129032;31;100;17.4514598871823
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;11;"mp2.5";13.5333333333333;30;96.7741935483871;16.317520579282
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2017;12;"mp2.5";13.6129032258065;31;100;16.3509065380361
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2018;1;"mp2.5";13.6774193548387;31;100;19.031118809056
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2018;2;"mp2.5";14.88;25;80.6451612903226;17.119492508676
"M";"Santiago";"Pudahuel";"Pudahuel";-70.7501440879609;-33.4377853571256;2018;3;"mp2.5";16.5172413793103;29;93.5483870967742;18.3922649766766
