CODIGO_COMUNA_RESIDENCIA,Year,Gender,Death_count_all_cause,Mean_age,Age group
10205,1995,Mujer,21,84.04761904761905,75+
10205,1996,Hombre,13,82.76923076923077,75+
10205,1996,Mujer,16,85.625,75+
10205,1997,Hombre,12,84.16666666666667,75+
10205,1997,Mujer,19,84.21052631578948,75+
10205,1998,Hombre,15,82.86666666666666,75+
10205,1998,Mujer,18,87.83333333333333,75+
10205,1999,Hombre,16,82.8125,75+
10205,1999,Mujer,27,84.4074074074074,75+
10205,2000,Hombre,24,86.0,75+
10205,2000,Mujer,22,86.45454545454545,75+
10205,2001,Hombre,11,84.63636363636364,75+
10205,2001,Mujer,23,86.6086956521739,75+
10205,2002,Hombre,12,84.16666666666667,75+
10205,2002,Mujer,17,90.58823529411765,75+
10205,2003,Hombre,17,86.58823529411765,75+
10205,2003,Mujer,18,87.72222222222223,75+
10205,2004,Hombre,22,84.72727272727273,75+
10205,2004,Mujer,24,85.95833333333333,75+
10205,2005,Hombre,15,85.6,75+
10205,2005,Mujer,24,87.54166666666667,75+
10205,2006,Hombre,16,85.125,75+
10205,2006,Mujer,20,86.55,75+
10205,2007,Hombre,10,88.8,75+
10205,2007,Mujer,17,85.82352941176471,75+
10205,2008,Hombre,18,82.44444444444444,75+
10205,2008,Mujer,19,85.84210526315789,75+
10205,2009,Hombre,16,82.6875,75+
10205,2009,Mujer,23,85.69565217391305,75+
10205,2010,Hombre,11,86.54545454545455,75+
10205,2010,Mujer,22,86.04545454545455,75+
10205,2011,Hombre,18,83.5,75+
10205,2011,Mujer,18,87.94444444444444,75+
10205,2012,Hombre,14,80.35714285714286,75+
10205,2012,Mujer,24,86.25,75+
10205,2013,Hombre,21,85.85714285714286,75+
10205,2013,Mujer,17,82.82352941176471,75+
10205,2014,Hombre,22,85.18181818181819,75+
10205,2014,Mujer,28,86.57142857142857,75+
10205,2015,Hombre,16,86.0625,75+
10205,2015,Mujer,21,87.19047619047619,75+
10205,2016,Hombre,23,84.8695652173913,75+
10205,2016,Mujer,21,86.47619047619048,75+
10205,2017,Hombre,23,85.91304347826087,75+
10205,2017,Mujer,29,86.89655172413794,75+
10205,2018,Hombre,26,85.23076923076923,75+
10205,2018,Mujer,23,87.26086956521739,75+
10205,2019,Hombre,21,83.66666666666667,75+
10205,2019,Mujer,26,88.34615384615384,75+
10206,1990,Hombre,5,80.4,75+
10206,1990,Mujer,14,83.64285714285714,75+
10206,1991,Hombre,7,85.28571428571429,75+
10206,1991,Mujer,13,84.61538461538461,75+
10206,1992,Hombre,3,85.66666666666667,75+
10206,1992,Mujer,14,84.92857142857143,75+
10206,1993,Hombre,10,80.3,75+
10206,1993,Mujer,14,86.14285714285714,75+
10206,1994,Hombre,5,86.2,75+
10206,1994,Mujer,10,80.2,75+
10206,1995,Hombre,5,83.2,75+
10206,1995,Mujer,19,82.73684210526316,75+
10206,1996,Hombre,9,79.66666666666667,75+
10206,1996,Mujer,5,84.2,75+
10206,1997,Hombre,5,85.2,75+
10206,1997,Mujer,13,84.6923076923077,75+
10206,1998,Hombre,11,81.54545454545455,75+
10206,1998,Mujer,15,82.73333333333333,75+
10206,1999,Hombre,7,85.28571428571429,75+
10206,1999,Mujer,12,87.33333333333333,75+
10206,2000,Hombre,7,84.42857142857143,75+
10206,2000,Mujer,11,81.63636363636364,75+
10206,2001,Hombre,8,81.75,75+
10206,2001,Mujer,15,86.46666666666667,75+
10206,2002,Hombre,6,81.66666666666667,75+
10206,2002,Mujer,11,84.36363636363636,75+
10206,2003,Hombre,5,86.4,75+
10206,2003,Mujer,13,87.0,75+
10206,2004,Hombre,5,86.6,75+
10206,2004,Mujer,8,85.25,75+
10206,2005,Hombre,3,83.0,75+
10206,2005,Mujer,13,85.46153846153847,75+
10206,2006,Hombre,8,82.125,75+
10206,2006,Mujer,12,84.91666666666667,75+
10206,2007,Hombre,10,82.8,75+
10206,2007,Mujer,16,84.625,75+
10206,2008,Hombre,5,83.8,75+
10206,2008,Mujer,18,85.0,75+
10206,2009,Hombre,7,83.28571428571429,75+
10206,2009,Mujer,11,85.0,75+
10206,2010,Hombre,3,83.66666666666667,75+
10206,2010,Mujer,14,85.07142857142857,75+
10206,2011,Hombre,6,81.5,75+
10206,2011,Mujer,8,85.125,75+
10206,2012,Hombre,7,84.0,75+
10206,2012,Mujer,6,84.66666666666667,75+
10206,2013,Hombre,10,81.8,75+
10206,2013,Mujer,11,88.0909090909091,75+
10206,2014,Hombre,8,82.25,75+
10206,2014,Mujer,8,87.5,75+
10206,2015,Hombre,5,86.4,75+
10206,2015,Mujer,6,84.66666666666667,75+
10206,2016,Hombre,10,85.3,75+
10206,2016,Mujer,13,86.92307692307692,75+
10206,2017,Hombre,4,81.75,75+
10206,2017,Mujer,16,87.1875,75+
10206,2018,Hombre,7,85.0,75+
10206,2018,Mujer,12,87.83333333333333,75+
10206,2019,Hombre,6,82.33333333333333,75+
10206,2019,Mujer,14,89.07142857142857,75+
10207,1990,Hombre,17,81.29411764705883,75+
10207,1990,Mujer,8,85.375,75+
10207,1991,Hombre,6,87.83333333333333,75+
10207,1991,Mujer,14,81.78571428571429,75+
10207,1992,Hombre,6,85.33333333333333,75+
10207,1992,Mujer,9,83.55555555555556,75+
10207,1993,Hombre,10,82.3,75+
10207,1993,Mujer,9,85.22222222222223,75+
10207,1994,Hombre,6,84.83333333333333,75+
10207,1994,Mujer,9,83.33333333333333,75+
10207,1995,Hombre,8,83.625,75+
10207,1995,Mujer,10,90.5,75+
10207,1996,Hombre,15,84.53333333333333,75+
10207,1996,Mujer,13,86.6923076923077,75+
10207,1997,Hombre,6,86.33333333333333,75+
10207,1997,Mujer,10,88.5,75+
10207,1998,Hombre,5,86.0,75+
10207,1998,Mujer,11,84.63636363636364,75+
10207,1999,Hombre,5,87.6,75+
10207,1999,Mujer,16,86.625,75+
10207,2000,Hombre,11,85.36363636363636,75+
10207,2000,Mujer,12,86.33333333333333,75+
10207,2001,Hombre,6,89.16666666666667,75+
10207,2001,Mujer,7,86.0,75+
10207,2002,Hombre,9,83.33333333333333,75+
10207,2002,Mujer,12,82.41666666666667,75+
10207,2003,Hombre,8,85.0,75+
10207,2003,Mujer,8,88.0,75+
10207,2004,Hombre,7,87.0,75+
10207,2004,Mujer,7,81.85714285714286,75+
10207,2005,Hombre,3,83.66666666666667,75+
10207,2005,Mujer,10,85.6,75+
10207,2006,Hombre,6,83.83333333333333,75+
10207,2006,Mujer,9,86.11111111111111,75+
10207,2007,Hombre,5,87.2,75+
10207,2007,Mujer,9,84.11111111111111,75+
10207,2008,Hombre,5,82.2,75+
10207,2008,Mujer,13,90.0,75+
10207,2009,Hombre,9,83.66666666666667,75+
10207,2009,Mujer,10,88.7,75+
10207,2010,Hombre,6,90.5,75+
10207,2010,Mujer,14,83.64285714285714,75+
10207,2011,Hombre,8,89.0,75+
10207,2011,Mujer,9,89.44444444444444,75+
10207,2012,Hombre,11,82.45454545454545,75+
10207,2012,Mujer,19,86.63157894736842,75+
10207,2013,Hombre,4,85.5,75+
10207,2013,Mujer,14,90.21428571428571,75+
10207,2014,Hombre,10,86.4,75+
10207,2014,Mujer,13,88.92307692307692,75+
10207,2015,Hombre,6,88.33333333333333,75+
10207,2015,Mujer,10,88.1,75+
10207,2016,Hombre,11,85.45454545454545,75+
10207,2016,Mujer,13,85.76923076923077,75+
10207,2017,Hombre,15,86.26666666666667,75+
10207,2017,Mujer,9,86.22222222222223,75+
10207,2018,Hombre,13,82.46153846153847,75+
10207,2018,Mujer,11,91.81818181818181,75+
10207,2019,Hombre,7,83.14285714285714,75+
10207,2019,Mujer,14,85.64285714285714,75+
10208,1990,Hombre,17,83.52941176470588,75+
10208,1990,Mujer,19,82.10526315789474,75+
10208,1991,Hombre,19,81.63157894736842,75+
10208,1991,Mujer,13,82.07692307692308,75+
10208,1992,Hombre,8,84.125,75+
10208,1992,Mujer,13,82.46153846153847,75+
10208,1993,Hombre,17,83.6470588235294,75+
10208,1993,Mujer,11,84.63636363636364,75+
10208,1994,Hombre,13,81.92307692307692,75+
10208,1994,Mujer,18,83.11111111111111,75+
10208,1995,Hombre,14,82.71428571428571,75+
10208,1995,Mujer,14,86.0,75+
10208,1996,Hombre,21,83.47619047619048,75+
10208,1996,Mujer,15,85.4,75+
10208,1997,Hombre,21,82.23809523809524,75+
10208,1997,Mujer,15,85.2,75+
10208,1998,Hombre,12,84.5,75+
10208,1998,Mujer,14,88.07142857142857,75+
10208,1999,Hombre,17,83.29411764705883,75+
10208,1999,Mujer,31,84.6774193548387,75+
10208,2000,Hombre,15,83.53333333333333,75+
10208,2000,Mujer,19,87.89473684210526,75+
10208,2001,Hombre,20,85.6,75+
10208,2001,Mujer,25,84.4,75+
10208,2002,Hombre,17,85.0,75+
10208,2002,Mujer,13,81.53846153846153,75+
10208,2003,Hombre,22,84.68181818181819,75+
10208,2003,Mujer,18,88.44444444444444,75+
10208,2004,Hombre,10,85.6,75+
10208,2004,Mujer,20,83.05,75+
10208,2005,Hombre,17,86.3529411764706,75+
10208,2005,Mujer,15,88.13333333333334,75+
10208,2006,Hombre,24,84.95833333333333,75+
10208,2006,Mujer,23,86.34782608695652,75+
10208,2007,Hombre,21,83.14285714285714,75+
10208,2007,Mujer,22,86.9090909090909,75+
10208,2008,Hombre,12,80.91666666666667,75+
10208,2008,Mujer,18,84.61111111111111,75+
10208,2009,Hombre,8,84.5,75+
10208,2009,Mujer,26,86.96153846153847,75+
10208,2010,Hombre,15,82.13333333333334,75+
10208,2010,Mujer,23,83.08695652173913,75+
10208,2011,Hombre,19,84.57894736842105,75+
10208,2011,Mujer,12,86.16666666666667,75+
10208,2012,Hombre,24,84.75,75+
10208,2012,Mujer,22,85.77272727272727,75+
10208,2013,Hombre,19,83.3157894736842,75+
10208,2013,Mujer,29,88.34482758620689,75+
10208,2014,Hombre,20,81.6,75+
10208,2014,Mujer,27,88.03703703703704,75+
10208,2015,Hombre,20,85.65,75+
10208,2015,Mujer,30,85.3,75+
10208,2016,Hombre,19,84.94736842105263,75+
10208,2016,Mujer,21,84.42857142857143,75+
10208,2017,Hombre,29,84.34482758620689,75+
10208,2017,Mujer,35,88.37142857142857,75+
10208,2018,Hombre,27,82.74074074074075,75+
10208,2018,Mujer,19,86.6842105263158,75+
10208,2019,Hombre,30,82.13333333333334,75+
10208,2019,Mujer,28,86.89285714285714,75+
10209,1990,Hombre,16,83.625,75+
10209,1990,Mujer,20,85.9,75+
10209,1991,Hombre,15,81.8,75+
10209,1991,Mujer,18,85.11111111111111,75+
10209,1992,Hombre,14,84.35714285714286,75+
10209,1992,Mujer,18,84.66666666666667,75+
10209,1993,Hombre,16,86.25,75+
10209,1993,Mujer,14,83.57142857142857,75+
10209,1994,Hombre,11,84.9090909090909,75+
10209,1994,Mujer,11,84.0909090909091,75+
10209,1995,Hombre,13,82.07692307692308,75+
10209,1995,Mujer,14,83.92857142857143,75+
10209,1996,Hombre,16,86.4375,75+
10209,1996,Mujer,17,86.05882352941177,75+
10209,1997,Hombre,6,89.66666666666667,75+
10209,1997,Mujer,18,82.77777777777777,75+
10209,1998,Hombre,18,83.11111111111111,75+
10209,1998,Mujer,24,86.20833333333333,75+
10209,1999,Hombre,15,85.93333333333334,75+
10209,1999,Mujer,26,86.26923076923077,75+
10209,2000,Hombre,18,85.0,75+
10209,2000,Mujer,12,84.83333333333333,75+
10209,2001,Hombre,18,84.77777777777777,75+
10209,2001,Mujer,21,87.0,75+
10209,2002,Hombre,19,85.26315789473684,75+
10209,2002,Mujer,14,84.35714285714286,75+
10209,2003,Hombre,16,85.4375,75+
10209,2003,Mujer,21,88.0,75+
10209,2004,Hombre,16,85.1875,75+
10209,2004,Mujer,21,85.85714285714286,75+
10209,2005,Hombre,18,83.61111111111111,75+
10209,2005,Mujer,29,86.13793103448276,75+
10209,2006,Hombre,17,84.47058823529412,75+
10209,2006,Mujer,24,88.45833333333333,75+
10209,2007,Hombre,17,85.52941176470588,75+
10209,2007,Mujer,14,82.07142857142857,75+
10209,2008,Hombre,9,81.88888888888889,75+
10209,2008,Mujer,23,83.78260869565217,75+
10209,2009,Hombre,19,87.15789473684211,75+
10209,2009,Mujer,25,85.08,75+
10209,2010,Hombre,18,86.16666666666667,75+
10209,2010,Mujer,13,85.38461538461539,75+
10209,2011,Hombre,19,82.47368421052632,75+
10209,2011,Mujer,21,87.19047619047619,75+
10209,2012,Hombre,7,85.0,75+
10209,2012,Mujer,18,86.11111111111111,75+
10209,2013,Hombre,14,85.21428571428571,75+
10209,2013,Mujer,28,84.17857142857143,75+
10209,2014,Hombre,21,81.52380952380952,75+
10209,2014,Mujer,25,86.56,75+
10209,2015,Hombre,18,85.11111111111111,75+
10209,2015,Mujer,16,89.875,75+
10209,2016,Hombre,16,85.5,75+
10209,2016,Mujer,14,86.57142857142857,75+
10209,2017,Hombre,18,82.83333333333333,75+
10209,2017,Mujer,19,85.94736842105263,75+
10209,2018,Hombre,23,85.1304347826087,75+
10209,2018,Mujer,22,88.0,75+
10209,2019,Hombre,21,82.71428571428571,75+
10209,2019,Mujer,25,88.64,75+
10210,1990,Hombre,15,80.53333333333333,75+
10210,1990,Mujer,25,84.8,75+
10210,1991,Hombre,19,82.42105263157895,75+
10210,1991,Mujer,21,82.42857142857143,75+
10210,1992,Hombre,15,82.8,75+
10210,1992,Mujer,18,84.16666666666667,75+
10210,1993,Hombre,17,83.52941176470588,75+
10210,1993,Mujer,27,84.77777777777777,75+
10210,1994,Hombre,13,85.46153846153847,75+
10210,1994,Mujer,27,83.81481481481481,75+
10210,1995,Hombre,11,83.9090909090909,75+
10210,1995,Mujer,25,85.36,75+
10210,1996,Hombre,14,84.0,75+
10210,1996,Mujer,20,82.65,75+
10210,1997,Hombre,14,83.35714285714286,75+
10210,1997,Mujer,21,84.33333333333333,75+
10210,1998,Hombre,14,84.92857142857143,75+
10210,1998,Mujer,21,88.0952380952381,75+
10210,1999,Hombre,18,85.27777777777777,75+
10210,1999,Mujer,33,83.51515151515152,75+
10210,2000,Hombre,21,83.80952380952381,75+
10210,2000,Mujer,23,84.47826086956522,75+
10210,2001,Hombre,14,83.71428571428571,75+
10210,2001,Mujer,14,86.0,75+
10210,2002,Hombre,12,83.41666666666667,75+
10210,2002,Mujer,27,84.22222222222223,75+
10210,2003,Hombre,12,84.5,75+
10210,2003,Mujer,27,84.5925925925926,75+
10210,2004,Hombre,13,83.84615384615384,75+
10210,2004,Mujer,28,84.78571428571429,75+
10210,2005,Hombre,14,84.71428571428571,75+
10210,2005,Mujer,28,87.78571428571429,75+
10210,2006,Hombre,19,85.15789473684211,75+
10210,2006,Mujer,13,86.53846153846153,75+
10210,2007,Hombre,13,83.92307692307692,75+
10210,2007,Mujer,21,84.9047619047619,75+
10210,2008,Hombre,14,82.57142857142857,75+
10210,2008,Mujer,32,86.75,75+
10210,2009,Hombre,12,85.0,75+
10210,2009,Mujer,17,84.82352941176471,75+
10210,2010,Hombre,15,82.46666666666667,75+
10210,2010,Mujer,29,89.96551724137932,75+
10210,2011,Hombre,14,87.42857142857143,75+
10210,2011,Mujer,18,86.77777777777777,75+
10210,2012,Hombre,12,83.33333333333333,75+
10210,2012,Mujer,27,85.37037037037037,75+
10210,2013,Hombre,17,82.94117647058823,75+
10210,2013,Mujer,22,86.81818181818181,75+
10210,2014,Hombre,21,84.14285714285714,75+
10210,2014,Mujer,24,84.58333333333333,75+
10210,2015,Hombre,19,84.0,75+
10210,2015,Mujer,22,88.5909090909091,75+
10210,2016,Hombre,15,83.73333333333333,75+
10210,2016,Mujer,23,88.65217391304348,75+
10210,2017,Hombre,18,85.61111111111111,75+
10210,2017,Mujer,24,85.66666666666667,75+
10210,2018,Hombre,7,84.85714285714286,75+
10210,2018,Mujer,27,88.14814814814815,75+
10210,2019,Hombre,19,83.3157894736842,75+
10210,2019,Mujer,20,86.6,75+
10301,1990,Hombre,160,82.20625,75+
10301,1990,Mujer,163,83.2638036809816,75+
10301,1991,Hombre,147,82.12925170068027,75+
10301,1991,Mujer,177,82.87005649717514,75+
10301,1992,Hombre,142,82.88732394366197,75+
10301,1992,Mujer,171,83.18713450292398,75+
10301,1993,Hombre,138,82.07971014492753,75+
10301,1993,Mujer,174,83.08045977011494,75+
10301,1994,Hombre,141,82.29078014184397,75+
10301,1994,Mujer,187,83.98395721925134,75+
10301,1995,Hombre,156,82.52564102564102,75+
10301,1995,Mujer,182,84.07692307692308,75+
10301,1996,Hombre,155,81.88387096774194,75+
10301,1996,Mujer,157,83.29299363057325,75+
10301,1997,Hombre,162,82.87654320987654,75+
10301,1997,Mujer,204,83.94117647058823,75+
10301,1998,Hombre,190,82.33157894736843,75+
10301,1998,Mujer,175,84.69142857142857,75+
10301,1999,Hombre,164,81.6829268292683,75+
10301,1999,Mujer,212,84.40094339622641,75+
10301,2000,Hombre,165,82.13333333333334,75+
10301,2000,Mujer,205,84.09268292682927,75+
10301,2001,Hombre,174,82.87931034482759,75+
10301,2001,Mujer,173,83.69364161849711,75+
10301,2002,Hombre,182,83.0989010989011,75+
10301,2002,Mujer,203,84.73891625615764,75+
10301,2003,Hombre,205,82.45853658536585,75+
10301,2003,Mujer,218,84.71559633027523,75+
10301,2004,Hombre,215,82.86976744186046,75+
10301,2004,Mujer,236,85.52118644067797,75+
10301,2005,Hombre,214,82.30841121495327,75+
10301,2005,Mujer,235,84.70638297872341,75+
10301,2006,Hombre,219,82.79452054794521,75+
10301,2006,Mujer,228,84.37719298245614,75+
10301,2007,Hombre,232,82.8146551724138,75+
10301,2007,Mujer,277,84.83754512635379,75+
10301,2008,Hombre,212,83.40566037735849,75+
10301,2008,Mujer,283,85.23321554770318,75+
10301,2009,Hombre,208,82.83173076923077,75+
10301,2009,Mujer,271,84.78228782287823,75+
10301,2010,Hombre,221,83.75113122171946,75+
10301,2010,Mujer,302,84.92384105960265,75+
10301,2011,Hombre,225,82.96,75+
10301,2011,Mujer,278,85.23021582733813,75+
10301,2012,Hombre,245,82.84489795918367,75+
10301,2012,Mujer,316,85.28481012658227,75+
10301,2013,Hombre,230,83.0304347826087,75+
10301,2013,Mujer,284,85.35211267605634,75+
10301,2014,Hombre,224,83.83035714285714,75+
10301,2014,Mujer,321,85.31152647975078,75+
10301,2015,Hombre,263,83.89733840304183,75+
10301,2015,Mujer,353,85.8158640226629,75+
10301,2016,Hombre,274,83.89781021897811,75+
10301,2016,Mujer,332,85.45481927710843,75+
10301,2017,Hombre,271,84.5239852398524,75+
10301,2017,Mujer,312,85.51282051282051,75+
10301,2018,Hombre,273,84.41758241758242,75+
10301,2018,Mujer,336,86.1577380952381,75+
10301,2019,Hombre,234,83.86324786324786,75+
10301,2019,Mujer,321,85.5202492211838,75+
10302,1990,Hombre,9,79.33333333333333,75+
10302,1990,Mujer,7,85.14285714285714,75+
10302,1991,Hombre,13,82.92307692307692,75+
10302,1991,Mujer,11,84.54545454545455,75+
10302,1992,Hombre,5,79.6,75+
10302,1992,Mujer,9,85.66666666666667,75+
10302,1993,Hombre,11,83.18181818181819,75+
10302,1993,Mujer,7,83.71428571428571,75+
10302,1994,Hombre,11,80.0909090909091,75+
10302,1994,Mujer,9,85.88888888888889,75+
10302,1995,Hombre,15,83.33333333333333,75+
10302,1995,Mujer,6,84.16666666666667,75+
10302,1996,Hombre,12,81.66666666666667,75+
10302,1996,Mujer,9,83.0,75+
10302,1997,Hombre,8,81.0,75+
10302,1997,Mujer,6,82.0,75+
10302,1998,Hombre,10,82.2,75+
10302,1998,Mujer,10,84.2,75+
10302,1999,Hombre,9,81.0,75+
10302,1999,Mujer,9,85.0,75+
10302,2000,Hombre,9,80.77777777777777,75+
10302,2000,Mujer,9,82.22222222222223,75+
10302,2001,Hombre,8,80.75,75+
10302,2001,Mujer,11,83.72727272727273,75+
10302,2002,Hombre,9,81.77777777777777,75+
10302,2002,Mujer,9,82.44444444444444,75+
10302,2003,Hombre,17,82.58823529411765,75+
10302,2003,Mujer,12,82.66666666666667,75+
10302,2004,Hombre,13,82.53846153846153,75+
10302,2004,Mujer,8,82.875,75+
10302,2005,Hombre,13,82.84615384615384,75+
10302,2005,Mujer,13,85.61538461538461,75+
10302,2006,Hombre,9,82.77777777777777,75+
10302,2006,Mujer,8,82.0,75+
10302,2007,Hombre,8,84.625,75+
10302,2007,Mujer,11,83.18181818181819,75+
10302,2008,Hombre,7,81.57142857142857,75+
10302,2008,Mujer,9,88.11111111111111,75+
10302,2009,Hombre,16,83.8125,75+
10302,2009,Mujer,15,84.6,75+
10302,2010,Hombre,16,81.1875,75+
10302,2010,Mujer,11,82.36363636363636,75+
10302,2011,Hombre,17,82.47058823529412,75+
10302,2011,Mujer,11,86.72727272727273,75+
10302,2012,Hombre,9,83.33333333333333,75+
10302,2012,Mujer,10,84.0,75+
10302,2013,Hombre,12,84.25,75+
10302,2013,Mujer,8,86.75,75+
10302,2014,Hombre,21,82.61904761904762,75+
10302,2014,Mujer,11,85.81818181818181,75+
10302,2015,Hombre,19,82.26315789473684,75+
10302,2015,Mujer,14,85.64285714285714,75+
10302,2016,Hombre,14,84.85714285714286,75+
10302,2016,Mujer,15,83.86666666666666,75+
10302,2017,Hombre,16,85.0625,75+
10302,2017,Mujer,21,85.47619047619048,75+
10302,2018,Hombre,13,82.38461538461539,75+
10302,2018,Mujer,12,84.83333333333333,75+
10302,2019,Hombre,21,82.28571428571429,75+
10302,2019,Mujer,9,82.88888888888889,75+
10303,1990,Hombre,21,82.38095238095238,75+
10303,1990,Mujer,20,83.25,75+
10303,1991,Hombre,26,83.88461538461539,75+
10303,1991,Mujer,26,84.53846153846153,75+
10303,1992,Hombre,25,81.96,75+
10303,1992,Mujer,32,85.28125,75+
10303,1993,Hombre,28,82.89285714285714,75+
10303,1993,Mujer,23,81.82608695652173,75+
10303,1994,Hombre,27,81.51851851851852,75+
10303,1994,Mujer,25,84.64,75+
10303,1995,Hombre,29,81.96551724137932,75+
10303,1995,Mujer,18,84.0,75+
10303,1996,Hombre,27,83.66666666666667,75+
10303,1996,Mujer,22,83.5,75+
10303,1997,Hombre,24,83.29166666666667,75+
10303,1997,Mujer,30,84.06666666666666,75+
10303,1998,Hombre,20,83.3,75+
10303,1998,Mujer,24,83.29166666666667,75+
10303,1999,Hombre,32,83.3125,75+
10303,1999,Mujer,29,83.51724137931035,75+
10303,2000,Hombre,31,83.41935483870968,75+
10303,2000,Mujer,37,85.27027027027027,75+
10303,2001,Hombre,37,83.5945945945946,75+
10303,2001,Mujer,35,83.0,75+
10303,2002,Hombre,32,82.84375,75+
10303,2002,Mujer,27,83.33333333333333,75+
10303,2003,Hombre,44,81.5909090909091,75+
10303,2003,Mujer,40,84.625,75+
10303,2004,Hombre,39,83.2051282051282,75+
10303,2004,Mujer,35,84.28571428571429,75+
10303,2005,Hombre,44,81.63636363636364,75+
10303,2005,Mujer,39,85.3076923076923,75+
10303,2006,Hombre,38,84.07894736842105,75+
10303,2006,Mujer,31,82.29032258064517,75+
10303,2007,Hombre,42,83.5952380952381,75+
10303,2007,Mujer,39,85.2051282051282,75+
10303,2008,Hombre,44,83.06818181818181,75+
10303,2008,Mujer,43,85.23255813953489,75+
10303,2009,Hombre,32,82.625,75+
10303,2009,Mujer,42,85.21428571428571,75+
10303,2010,Hombre,46,83.0,75+
10303,2010,Mujer,40,84.15,75+
10303,2011,Hombre,38,82.55263157894737,75+
10303,2011,Mujer,47,87.1063829787234,75+
10303,2012,Hombre,35,82.25714285714285,75+
10303,2012,Mujer,53,85.88679245283019,75+
10303,2013,Hombre,39,82.3076923076923,75+
10303,2013,Mujer,35,85.82857142857142,75+
10303,2014,Hombre,43,82.30232558139535,75+
10303,2014,Mujer,46,84.5,75+
10303,2015,Hombre,45,83.82222222222222,75+
10303,2015,Mujer,52,84.3076923076923,75+
10303,2016,Hombre,41,83.2439024390244,75+
10303,2016,Mujer,38,85.89473684210526,75+
10303,2017,Hombre,50,83.74,75+
10303,2017,Mujer,62,84.90322580645162,75+
10303,2018,Hombre,39,83.33333333333333,75+
10303,2018,Mujer,56,84.14285714285714,75+
10303,2019,Hombre,47,85.51063829787235,75+
10303,2019,Mujer,38,85.47368421052632,75+
10304,1990,Hombre,21,81.47619047619048,75+
10304,1990,Mujer,6,83.33333333333333,75+
10304,1991,Hombre,8,81.0,75+
10304,1991,Mujer,7,82.42857142857143,75+
10304,1992,Hombre,16,83.5,75+
10304,1992,Mujer,6,80.66666666666667,75+
10304,1993,Hombre,12,82.25,75+
10304,1993,Mujer,14,81.28571428571429,75+
10304,1994,Hombre,11,82.63636363636364,75+
10304,1994,Mujer,15,84.46666666666667,75+
10304,1995,Hombre,12,84.5,75+
10304,1995,Mujer,15,85.8,75+
10304,1996,Hombre,18,81.88888888888889,75+
10304,1996,Mujer,8,85.875,75+
10304,1997,Hombre,12,81.33333333333333,75+
10304,1997,Mujer,9,83.22222222222223,75+
10304,1998,Hombre,15,84.86666666666666,75+
10304,1998,Mujer,8,83.625,75+
10304,1999,Hombre,16,82.75,75+
10304,1999,Mujer,11,86.36363636363636,75+
10304,2000,Hombre,11,81.9090909090909,75+
10304,2000,Mujer,9,84.33333333333333,75+
10304,2001,Hombre,12,84.75,75+
10304,2001,Mujer,3,87.33333333333333,75+
10304,2002,Hombre,17,82.0,75+
10304,2002,Mujer,7,86.28571428571429,75+
10304,2003,Hombre,19,83.84210526315789,75+
10304,2003,Mujer,10,80.9,75+
10304,2004,Hombre,13,81.07692307692308,75+
10304,2004,Mujer,14,85.5,75+
10304,2005,Hombre,15,82.06666666666666,75+
10304,2005,Mujer,19,85.47368421052632,75+
10304,2006,Hombre,19,83.94736842105263,75+
10304,2006,Mujer,8,84.875,75+
10304,2007,Hombre,24,82.66666666666667,75+
10304,2007,Mujer,12,85.25,75+
10304,2008,Hombre,24,84.25,75+
10304,2008,Mujer,17,86.58823529411765,75+
10304,2009,Hombre,15,86.06666666666666,75+
10304,2009,Mujer,11,87.81818181818181,75+
10304,2010,Hombre,11,82.63636363636364,75+
10304,2010,Mujer,20,85.7,75+
10304,2011,Hombre,18,82.77777777777777,75+
10304,2011,Mujer,16,82.25,75+
10304,2012,Hombre,17,83.88235294117646,75+
10304,2012,Mujer,21,84.28571428571429,75+
10304,2013,Hombre,26,81.76923076923077,75+
10304,2013,Mujer,20,85.6,75+
10304,2014,Hombre,16,82.9375,75+
10304,2014,Mujer,16,84.5625,75+
10304,2015,Hombre,13,83.46153846153847,75+
10304,2015,Mujer,20,86.15,75+
10304,2016,Hombre,22,85.68181818181819,75+
10304,2016,Mujer,15,86.2,75+
10304,2017,Hombre,28,82.07142857142857,75+
10304,2017,Mujer,28,85.67857142857143,75+
10304,2018,Hombre,20,82.4,75+
10304,2018,Mujer,24,86.125,75+
10304,2019,Hombre,22,86.54545454545455,75+
10304,2019,Mujer,23,84.65217391304348,75+
10305,1990,Hombre,20,81.1,75+
10305,1990,Mujer,9,83.22222222222223,75+
10305,1991,Hombre,21,80.47619047619048,75+
10305,1991,Mujer,20,86.2,75+
10305,1992,Hombre,23,81.17391304347827,75+
10305,1992,Mujer,22,86.22727272727273,75+
10305,1993,Hombre,18,82.27777777777777,75+
10305,1993,Mujer,15,84.33333333333333,75+
10305,1994,Hombre,20,80.15,75+
10305,1994,Mujer,12,84.08333333333333,75+
10305,1995,Hombre,20,83.15,75+
10305,1995,Mujer,16,83.625,75+
10305,1996,Hombre,17,81.82352941176471,75+
10305,1996,Mujer,20,84.45,75+
10305,1997,Hombre,21,80.52380952380952,75+
10305,1997,Mujer,20,83.9,75+
10305,1998,Hombre,22,82.72727272727273,75+
10305,1998,Mujer,13,85.38461538461539,75+
10305,1999,Hombre,29,81.79310344827586,75+
10305,1999,Mujer,24,85.58333333333333,75+
