"name","param","est","se","N","bic","rr","rr_low","rr_high"
"Above 20","(Intercept)",-4.95709268059489,0.0283682853581751,35640,176453.70386325,-99.2966653679089,-99.3347047380332,-99.2564510331303
"Above 20","pm25Exp_10ug",0.0200445099210568,0.00453664477296042,35640,176453.70386325,2.02467501184549,1.121510921614,2.93590568817174
"Above 20","landTemp",-0.0120749690970484,0.000493102322679119,35640,176453.70386325,-1.20023592056091,-1.29567784232056,-1.10470171145019
"Above 20","year_quarter2002-2",-0.0468100267647173,0.0195480373786871,35640,176453.70386325,-4.57313341224499,-8.16017693970196,-0.845988555766255
"Above 20","year_quarter2002-3",0.0810936355021205,0.0229026094441546,35640,176453.70386325,8.44724369339627,3.68678860551044,13.4262602098745
"Above 20","year_quarter2002-4",0.105422497890111,0.0227303596677222,35640,176453.70386325,11.117998239247,6.27618015690989,16.1804038728852
"Above 20","year_quarter2003-1",0.0192127070671199,0.0226941010595087,35640,176453.70386325,1.93984588144609,-2.49511737270709,6.57653133181864
"Above 20","year_quarter2003-2",-0.0276002025025588,0.0204595897938836,35640,176453.70386325,-2.72227970404828,-6.54601393719683,1.25790524994945
"Above 20","year_quarter2003-3",0.120078908371775,0.0216529097393178,35640,176453.70386325,12.7585824030405,8.07326656840301,17.6470214074251
"Above 20","year_quarter2003-4",0.092399966279342,0.0196363667656914,35640,176453.70386325,9.68034187455973,5.53924490929434,13.9839251650823
"Above 20","year_quarter2004-1",-0.0244280479337715,0.0203010710093746,35640,176453.70386325,-2.41320978956924,-6.2199601233752,1.5480654103276
"Above 20","year_quarter2004-2",0.0508654766772043,0.023550160206135,35640,176453.70386325,5.2181340832212,0.471825876693671,10.1886587941745
"Above 20","year_quarter2004-3",0.087100166343229,0.0230807912800342,35640,176453.70386325,9.10059563223533,4.27503767867738,14.1494669509239
"Above 20","year_quarter2004-4",0.0579817151321791,0.0221272523836094,35640,176453.70386325,5.96956191388128,1.47195820292663,10.6665156669465
"Above 20","year_quarter2005-1",-0.0139167037451736,0.0184625597654022,35640,176453.70386325,-1.3820314083809,-4.88688522884978,2.2519739001074
"Above 20","year_quarter2005-2",-0.0110770426485374,0.0175553885738072,35640,176453.70386325,-1.10159181128286,-4.44666419107739,2.36058280394215
"Above 20","year_quarter2005-3",0.0547476101998016,0.0202494391628397,35640,176453.70386325,5.62739882491654,1.51726630854039,9.90393839613625
"Above 20","year_quarter2005-4",0.0570084750740577,0.0218230293179559,35640,176453.70386325,5.86647826199149,1.43371425315118,10.4929588955532
"Above 20","year_quarter2006-1",-0.0634184760295374,0.0207590697166107,35640,176453.70386325,-6.1449369444246,-9.88704550895375,-2.24743033987099
"Above 20","year_quarter2006-2",-0.113465404233827,0.0213707738457764,35640,176453.70386325,-10.7264919268944,-14.3886331173855,-6.90769772889456
"Above 20","year_quarter2006-3",0.0222658017223601,0.0223146606341924,35640,176453.70386325,2.25155347432677,-2.12420735057613,6.82294267963357
"Above 20","year_quarter2006-4",0.050924164042073,0.0193051871901025,35640,176453.70386325,5.224309239447,1.31719935168222,9.28208957381659
"Above 20","year_quarter2007-1",-0.0776246940432054,0.0217264608575299,35640,176453.70386325,-7.46883636464763,-11.3264517748219,-3.44340093429079
"Above 20","year_quarter2007-2",0.000893424813888407,0.02307927687095,35640,176453.70386325,0.0893824036720474,-4.33732245034253,4.72092906607512
"Above 20","year_quarter2007-3",0.116078783541035,0.0206348178049922,35640,176453.70386325,12.3084349209852,7.85683292336114,16.943768999444
"Above 20","year_quarter2007-4",0.0429315391805659,0.0237277775953614,35640,176453.70386325,4.38664284532449,-0.356852254151221,9.35595122215808
"Above 20","year_quarter2008-1",-0.0578339268312179,0.0217578816034656,35640,176453.70386325,-5.61933246124161,-9.55962342475405,-1.50737157036858
"Above 20","year_quarter2008-2",-0.137460150250713,0.0196420315794499,35640,176453.70386325,-12.8430918885491,-16.1347240254149,-9.42226632808169
"Above 20","year_quarter2008-3",-0.0508758088348795,0.0231755884677425,35640,176453.70386325,-4.96033059237014,-9.18084479584302,-0.543682213219526
"Above 20","year_quarter2008-4",0.00419257391526142,0.0244698045569164,35640,176453.70386325,0.420137504878127,-4.28242360626187,5.35373331034678
"Above 20","year_quarter2009-1",-0.0801240038695102,0.0242389891875829,35640,176453.70386325,-7.69981165152562,-11.9823147258632,-3.2089432637332
"Above 20","year_quarter2009-2",-0.140093128848907,0.0260765796235741,35640,176453.70386325,-13.0722723163097,-17.4035285511967,-8.51389039138793
"Above 20","year_quarter2009-3",-0.047737837416736,0.0226019747591482,35640,176453.70386325,-4.66163041497455,-8.79292434169707,-0.343206384739915
"Above 20","year_quarter2009-4",0.0249975954177324,0.023003236686387,35640,176453.70386325,2.53126550728355,-1.98883139829825,7.25982106433678
"Above 20","year_quarter2010-1",-0.0822788886156075,0.0221030370622037,35640,176453.70386325,-7.89849377403993,-11.8033178700817,-3.8207873103988
"Above 20","year_quarter2010-2",-0.10931275686414,0.0232459739517644,35640,176453.70386325,-10.3549997242017,-14.3477648991108,-6.1761077807011
"Above 20","year_quarter2010-3",0.103676354339037,0.0245526444886705,35640,176453.70386325,10.9241395650068,5.71252241327167,16.3926889393037
"Above 20","year_quarter2010-4",0.0490946052273956,0.0219912307680391,35640,176453.70386325,5.03197117750879,0.60097796194934,9.65812850850816
"Above 20","year_quarter2011-1",-0.100419116041425,0.0236663631338331,35640,176453.70386325,-9.55417343808406,-13.653782598781,-5.25992002108602
