"name","param","est","se","N","bic","rr","rr_low","rr_high"
"Main","commune9207",-0.143173664223216,0.0051813056010858,70632,329715.703890027,-13.339644220703,-14.2152576332979,-12.455093334763
"Main","commune9208",-0.00464916445418148,0.00571511289351911,70632,329715.703890027,-0.463837381807792,-1.57258231443235,0.657397112714534
"Main","commune9209",0.0963071418074264,0.00483083001542457,70632,329715.703890027,10.1097205048404,9.07207486103184,11.1572376806931
"Main","commune9210",0.21700664711057,0.00359648433535022,70632,329715.703890027,24.2352360163823,23.3625676400782,25.1140776599066
"Main","commune9211",0.0945111828745001,0.00367079782528413,70632,329715.703890027,9.9121454401549,9.12419149208003,10.7057889737909
"Main","commune10101",-0.00741889879646213,0.00590583560806967,70632,329715.703890027,-0.739144669685274,-1.88150809187579,0.416518938463867
"Main","commune10102",-0.0935790699958894,0.00693410787383196,70632,329715.703890027,-8.93339917781736,-10.162699280472,-7.6872777912385
"Main","commune10103",-0.187114761421207,0.00661387229832404,70632,329715.703890027,-17.0651446294841,-18.1333065418654,-15.9830457932713
"Main","commune10104",0.0386980429423827,0.00578635240917471,70632,329715.703890027,3.94565650116769,2.77344250030973,5.13124054812295
"Main","commune10105",-0.102726509496222,0.00554350386767878,70632,329715.703890027,-9.76262696167377,-10.737772961095,-8.77682797104075
"Main","commune10106",-0.127013841043971,0.00623191016994338,70632,329715.703890027,-11.927851759197,-12.9970695856377,-10.8454938378774
"Main","commune10107",0.0332347357600561,0.0058819531396411,70632,329715.703890027,3.37931789896895,2.19433989404094,4.57803612545537
"Main","commune10108",-0.0369806149966414,0.00672195780531858,70632,329715.703890027,-3.63051836047607,-4.89186250199209,-2.35244600741906
"Main","commune10109",-0.0993749509616677,0.00581882533597615,70632,329715.703890027,-9.45968374154261,-10.4864207381615,-8.42116988526827
"Main","commune10201",0.0248930620219459,0.0062259222649273,70632,329715.703890027,2.52054812609768,1.27711173560326,3.77925088853645
"Main","commune10202",0.00410100074721518,0.00686495467548884,70632,329715.703890027,0.41094213578215,-0.93106949585156,1.7711329807199
"Main","commune10203",-0.0836953549421333,0.00647598434406327,70632,329715.703890027,-8.02886010467559,-9.18886577330544,-6.85403672494994
"Main","commune10204",-0.145370355958342,0.00624321508732898,70632,329715.703890027,-13.5298013732176,-14.5814638261307,-12.4651909822525
"Main","commune10205",-0.133178837785447,0.00615882199698867,70632,329715.703890027,-12.4691460130393,-13.5194046905943,-11.4061325286304
"Main","commune10206",-0.0829887552037441,0.00664438631477095,70632,329715.703890027,-7.96385035605536,-9.1546660483521,-6.75742525432241
"Main","commune10207",-0.0695583571013393,0.0069648323281072,70632,329715.703890027,-6.71943040403626,-7.98415803253521,-5.43731950826414
"Main","commune10208",-0.129562630313524,0.00709220609416461,70632,329715.703890027,-12.1520432757453,-13.3647452262594,-10.9223661801286
